fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,ph,sulphates,alcohol,predicted_quality
11.5,0.31,0.51,2.2,0.079,14,28,0.9982,3.03,0.93,9.8,6.1758841126862
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,5.63891192185895
10.7,0.46,0.39,2,0.061,7,15,0.9981,3.18,0.62,9.5,5.64122713100994
10.6,0.28,0.39,15.5,0.069,6,23,1.0026,3.12,0.66,9.2,6.01739044497405
8.9,0.75,0.14,2.5,0.086,9,30,0.99824,3.34,0.64,10.5,5.41855454064613
10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,6.04562478060823
6.9,0.48,0.2,1.9,0.082,9,23,0.99585,3.39,0.43,9.05,5.16809730876437
8,0.705,0.05,1.9,0.074,8,19,0.9962,3.34,0.95,10.5,5.80329909849308
10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,6.17003445796824
13.3,0.29,0.75,2.8,0.084,23,43,0.9986,3.04,0.68,11.4,6.39341967039217
12.2,0.34,0.5,2.4,0.066,10,21,1,3.12,1.18,9.2,6.18390039210414
7.4,0.53,0.26,2,0.101,16,72,0.9957,3.15,0.57,9.4,5.25571188221328
7.2,0.53,0.14,2.1,0.064,15,29,0.99323,3.35,0.61,12.1,6.1812772868349
5.8,0.68,0.02,1.8,0.087,21,94,0.9944,3.54,0.52,10,5.01534968832512
7,0.36,0.21,2.3,0.086,20,65,0.99558,3.4,0.54,10.1,5.58720489172867
7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6,5.26530366738026
7.2,0.63,0.03,2.2,0.08,17,88,0.99745,3.53,0.58,9.8,5.0862744960432
11.5,0.3,0.6,2,0.067,12,27,0.9981,3.11,0.97,10.1,6.28080290575215
8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,5.87936715917478
7.8,0.6,0.14,2.4,0.086,3,15,0.9975,3.42,0.6,10.8,5.63589963302389
7.5,0.6,0.32,2.7,0.103,13,98,0.99938,3.45,0.62,9.5,4.9830514435609
8.5,0.37,0.2,2.8,0.09,18,58,0.998,3.34,0.7,9.6,5.61320804554913
7.8,0.64,0.1,6,0.115,5,11,0.9984,3.37,0.69,10.1,5.52628031957392
6.9,0.605,0.12,10.7,0.073,40,83,0.9993,3.45,0.52,9.4,5.20635443005838
7.9,0.33,0.41,1.5,0.056,6,35,0.99396,3.29,0.71,11,6.18039216609996
12.8,0.84,0.63,2.4,0.088,13,35,0.9997,3.1,0.6,10.4,5.3370510137134
7.9,0.51,0.25,2.9,0.077,21,45,0.9974,3.49,0.96,12.1,6.33934785486059
8.5,0.32,0.42,2.3,0.075,12,19,0.99434,3.14,0.71,11.8,6.51264847395469
11.6,0.44,0.64,2.1,0.059,5,15,0.998,3.21,0.67,10.2,5.88082444483402
8.3,0.715,0.15,1.8,0.089,10,52,0.9968,3.23,0.77,9.5,5.27402626514565
7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9,5.10872424267896
8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,5.01577583818895
6.5,0.63,0.33,1.8,0.059,16,28,0.99531,3.36,0.64,10.1,5.48672299354176
11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,6.48830109681993
7.2,0.635,0.07,2.6,0.077,16,86,0.99748,3.51,0.54,9.7,5.04134877383255
10.6,0.42,0.48,2.7,0.065,5,18,0.9972,3.21,0.87,11.3,6.37195526370325
6.8,0.48,0.08,1.8,0.074,40,64,0.99529,3.12,0.49,9.6,5.44465043525428
6.9,1.09,0.06,2.1,0.061,12,31,0.9948,3.51,0.43,11.4,5.06612774161723
7.5,0.52,0.4,2.2,0.06,12,20,0.99474,3.26,0.64,11.8,6.1606530565439
7.1,0.47,0,2.2,0.067,7,14,0.99517,3.4,0.58,10.9,5.89252506580574
9.5,0.55,0.66,2.3,0.387,12,37,0.9982,3.17,0.67,9.6,4.88477123890502
8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,6.18799010819362
7.1,0.63,0.06,2,0.083,8,29,0.99855,3.67,0.73,9.6,5.23101261091219
8.3,0.675,0.26,2.1,0.084,11,43,0.9976,3.31,0.53,9.2,5.02644700464789
8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,6.81048257060858
10.6,0.31,0.49,2.5,0.067,6,21,0.9987,3.26,0.86,10.7,6.27524365625561
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,6.68185668011967
6.1,0.6,0.08,1.8,0.071,14,45,0.99336,3.38,0.54,11,5.64182956811889
7.8,0.32,0.44,2.7,0.104,8,17,0.99732,3.33,0.78,11,6.16873767265886
8.4,0.29,0.4,1.7,0.067,8,20,0.99603,3.39,0.6,10.5,5.9705384797901
4.9,0.42,0,2.1,0.048,16,42,0.99154,3.71,0.74,14,6.77974442500877
10.1,0.28,0.46,1.8,0.05,5,13,0.9974,3.04,0.79,10.2,6.25901112790706
9.8,0.37,0.39,2.5,0.079,28,65,0.99729,3.16,0.59,9.8,5.67697100576662
6.9,0.58,0.2,1.75,0.058,8,22,0.99322,3.38,0.49,11.7,5.89805484274531
6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,5.40563270167762
7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,5.27925364197317
7,0.51,0.09,2.1,0.062,4,9,0.99584,3.35,0.54,10.5,5.71691019889374
7.1,0.69,0.08,2.1,0.063,42,52,0.99608,3.42,0.6,10.2,5.38529037036968
8.2,1,0.09,2.3,0.065,7,37,0.99685,3.32,0.55,9,4.66932767549037
9.1,0.3,0.34,2,0.064,12,25,0.99516,3.26,0.84,11.7,6.57601730738112
8.2,0.38,0.32,2.5,0.08,24,71,0.99624,3.27,0.85,11,6.12835604287242
10.1,0.37,0.34,2.4,0.085,5,17,0.99683,3.17,0.65,10.6,6.04165705611297
6,0.54,0.06,1.8,0.05,38,89,0.99236,3.3,0.5,10.55,5.56414646543224
7,0.655,0.16,2.1,0.074,8,25,0.99606,3.37,0.55,9.7,5.25405623339266
7,0.4,0.32,3.6,0.061,9,29,0.99416,3.28,0.49,11.3,6.03996845880971
6.6,0.705,0.07,1.6,0.076,6,15,0.9962,3.44,0.58,10.7,5.4682843753957
6.9,0.4,0.14,2.4,0.085,21,40,0.9968,3.43,0.63,9.7,5.56225591860939
8.7,0.625,0.16,2,0.101,13,49,0.9962,3.14,0.57,11,5.66327901596386
10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,5.9565098389676
7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,4.78424197676476
9.6,0.42,0.35,2.1,0.083,17,38,0.99622,3.23,0.66,11.1,6.05651161575422
7.7,0.75,0.27,3.8,0.11,34,89,0.99664,3.24,0.45,9.3,4.82052082956372
8.4,0.62,0.09,2.2,0.084,11,108,0.9964,3.15,0.66,9.8,5.27417892671945
6.8,0.64,0.1,2.1,0.085,18,101,0.9956,3.34,0.52,10.2,5.17265208073734
7.1,0.53,0.07,1.7,0.071,15,24,0.9951,3.29,0.66,10.8,5.86657807146639
7.8,0.57,0.31,1.8,0.069,26,120,0.99625,3.29,0.53,9.3,5.01659496507817
7.5,0.65,0.18,7,0.088,27,94,0.99915,3.38,0.77,9.4,5.23264593640708
8.8,0.61,0.3,2.8,0.088,17,46,0.9976,3.26,0.51,9.3,5.15191551513877
6.6,0.39,0.49,1.7,0.07,23,149,0.9922,3.12,0.5,11.5,5.79411483704468
7.5,0.4,0.18,1.6,0.079,24,58,0.9965,3.34,0.58,9.4,5.43392658991052
10.4,0.64,0.24,2.8,0.105,29,53,0.9998,3.24,0.67,9.9,5.39276241561947
7.5,0.4,0.12,3,0.092,29,53,0.9967,3.37,0.7,10.3,5.79908049872702
8.7,0.82,0.02,1.2,0.07,36,48,0.9952,3.2,0.58,9.8,5.21077531554962
9,0.6,0.29,2,0.069,32,73,0.99654,3.34,0.57,10,5.36068635453775
8.8,0.55,0.04,2.2,0.119,14,56,0.9962,3.21,0.6,10.9,5.69042257663515
6.2,0.6,0.08,2,0.09,32,44,0.9949,3.45,0.58,10.5,5.49793904310194
7.1,0.72,0,1.8,0.123,6,14,0.99627,3.45,0.58,9.8,5.13941936170862
8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,6.24901797053956
8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,5.17970698215417
10.3,0.59,0.42,2.8,0.09,35,73,0.999,3.28,0.7,9.5,5.33015696257916
8.8,0.61,0.14,2.4,0.067,10,42,0.9969,3.19,0.59,9.5,5.358115075382
5.9,0.46,0,1.9,0.077,25,44,0.99385,3.5,0.53,11.2,5.82040436535593
11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,5.98326317530865
9,0.8,0.12,2.4,0.083,8,28,0.99836,3.33,0.65,10.4,5.35311170798487
9,0.36,0.52,2.1,0.111,5,10,0.99568,3.31,0.62,11.3,6.10405585393049
6.3,0.39,0.16,1.4,0.08,11,23,0.9955,3.34,0.56,9.3,5.46953243575049
8.5,0.28,0.35,1.7,0.061,6,15,0.99524,3.3,0.74,11.8,6.52838940971024
8.2,0.4,0.44,2.8,0.089,11,43,0.9975,3.53,0.61,10.5,5.67676534654773
8.6,0.22,0.36,1.9,0.064,53,77,0.99604,3.47,0.87,11,6.32452961821376
6.5,0.88,0.03,5.6,0.079,23,47,0.99572,3.58,0.5,11.2,5.29603905483566
7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,5.27925364197317
7.1,0.685,0.35,2,0.088,9,92,0.9963,3.28,0.62,9.4,4.98423589645997
10.7,0.9,0.34,6.6,0.112,23,99,1.00289,3.22,0.68,9.3,4.7982593115662
8.5,0.585,0.18,2.1,0.078,5,30,0.9967,3.2,0.48,9.8,5.36268267592058
11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,6.23769261070771
7.8,0.56,0.19,2,0.081,17,108,0.9962,3.32,0.54,9.5,5.09124291859325
7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,5.45422422746457
7,0.42,0.19,2.3,0.071,18,36,0.99476,3.39,0.56,10.9,5.87671059180354
8.2,0.43,0.29,1.6,0.081,27,45,0.99603,3.25,0.54,10.3,5.69232689509573
7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,5.24936483918184
10.6,0.83,0.37,2.6,0.086,26,70,0.9981,3.16,0.52,9.9,5.06008501818206
7.5,0.755,0,1.9,0.084,6,12,0.99672,3.34,0.49,9.7,5.1198485987751
7.9,0.2,0.35,1.7,0.054,7,15,0.99458,3.32,0.8,11.9,6.709719560423
9.5,0.885,0.27,2.3,0.084,31,145,0.9978,3.24,0.53,9.4,4.61074428905907
7.6,0.79,0.21,2.3,0.087,21,68,0.9955,3.12,0.44,9.2,4.85499536440804
12,0.45,0.55,2,0.073,25,49,0.9997,3.1,0.76,10.3,5.9135616508745
11.6,0.32,0.55,2.8,0.081,35,67,1.0002,3.32,0.92,10.8,6.20620743673117
5.3,0.57,0.01,1.7,0.054,5,27,0.9934,3.57,0.84,12.5,6.31639844543235
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,6.16561295926926
8.6,0.685,0.1,1.6,0.092,3,12,0.99745,3.31,0.65,9.55,5.28570287362712
7.7,0.26,0.26,2,0.052,19,77,0.9951,3.15,0.79,10.9,6.27268488665324
7.9,0.545,0.06,4,0.087,27,61,0.9965,3.36,0.67,10.7,5.72934334580853
8.4,0.25,0.39,2,0.041,4,10,0.99386,3.27,0.71,12.5,6.81109762504094
7.3,0.35,0.24,2,0.067,28,48,0.99576,3.43,0.54,10,5.65721280014829
11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,6.48830109681993
10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,5.29810716712768
8.8,0.48,0.41,3.3,0.092,26,52,0.9982,3.31,0.53,10.5,5.61044420921021
9.5,0.39,0.41,8.9,0.069,18,39,0.99859,3.29,0.81,10.9,6.27197561641552
7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,5.70411979077848
5,1.02,0.04,1.4,0.045,41,85,0.9938,3.75,0.48,10.5,4.74836364764993
8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,5.31541323280657
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,6.16561295926926
8.3,0.655,0.12,2.3,0.083,15,113,0.9966,3.17,0.66,9.8,5.21248340684367
8,0.48,0.34,2.2,0.073,16,25,0.9936,3.28,0.66,12.4,6.38222142829286
10.3,0.41,0.42,2.4,0.213,6,14,0.9994,3.19,0.62,9.5,5.38656484459069
7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,5.05089533632354
7.5,0.5,0.36,6.1,0.071,17,102,0.9978,3.35,0.8,10.5,5.71978747139288
7.7,0.61,0.18,2.4,0.083,6,20,0.9963,3.29,0.6,10.2,5.52572348935257
8,0.71,0,2.6,0.08,11,34,0.9976,3.44,0.53,9.5,5.07771646635623
7.7,0.56,0.2,2,0.075,9,39,0.9987,3.48,0.62,9.3,5.20032069619937
7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,5.34492541230147
7.6,0.9,0.06,2.5,0.079,5,10,0.9967,3.39,0.56,9.8,5.03371110508376
9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,6.93315549852397
8,0.745,0.56,2,0.118,30,134,0.9968,3.24,0.66,9.4,4.80944423150923
8.5,0.49,0.11,2.3,0.084,9,67,0.9968,3.17,0.53,9.4,5.32072502134823
6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,5.96347775072459
6.8,0.81,0.05,2,0.07,6,14,0.99562,3.51,0.66,10.8,5.44702246458573
8.5,0.34,0.44,1.7,0.079,6,12,0.99605,3.52,0.63,10.7,5.93229236446315
8.3,0.66,0.15,1.9,0.079,17,42,0.9972,3.31,0.54,9.6,5.19775676802689
9.8,0.51,0.19,3.2,0.081,8,30,0.9984,3.23,0.58,10.5,5.73595623082554
5.4,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,5.71671216750585
9.4,0.34,0.37,2.2,0.075,5,13,0.998,3.22,0.62,9.2,5.6479371634718
10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,6.23217470320106
5.6,0.66,0,2.5,0.066,7,15,0.99256,3.52,0.58,12.9,6.16800253349247
7.6,0.35,0.6,2.6,0.073,23,44,0.99656,3.38,0.79,11.1,6.14606629359659
7.5,0.705,0.24,1.8,0.36,15,63,0.9964,3,1.59,9.5,5.5223786341618
7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,5.18711867432883
8.6,0.49,0.28,1.9,0.11,20,136,0.9972,2.93,1.95,9.9,6.49795010425034
8.3,0.43,0.3,3.4,0.079,7,34,0.99788,3.36,0.61,10.5,5.76870675098828
11.6,0.23,0.57,1.8,0.074,3,8,0.9981,3.14,0.7,9.9,6.09610996421408
6.7,0.32,0.44,2.4,0.061,24,34,0.99484,3.29,0.8,11.6,6.43726156642428
7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,5.43166049684059
9,0.82,0.05,2.4,0.081,26,96,0.99814,3.36,0.53,10,4.95340086825247
10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,5.29810716712768
9,0.54,0.49,2.9,0.094,41,110,0.9982,3.08,0.61,9.2,5.18888629089777
11,0.3,0.58,2.1,0.054,7,19,0.998,3.31,0.88,10.5,6.26585027848818
9.7,0.42,0.46,2.1,0.074,5,16,0.99649,3.27,0.74,12.3,6.47585481613641
9,0.69,0,2.4,0.088,19,38,0.999,3.35,0.6,9.3,5.12523748987611
7.9,0.72,0.17,2.6,0.096,20,38,0.9978,3.4,0.53,9.5,5.03495159619077
15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,6.01946492114357
6.9,0.765,0.02,2.3,0.063,35,63,0.9975,3.57,0.78,9.9,5.24362409481014
8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,5.89513179934443
8.8,0.37,0.48,2.1,0.097,39,145,0.9975,3.04,1.03,9.3,5.67280193093533
6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,5.78100775975983
10.3,0.34,0.52,2.8,0.159,15,75,0.9998,3.18,0.64,9.4,5.39533460757259
7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,6.24465979192666
7.1,0.66,0,3.9,0.086,17,45,0.9976,3.46,0.54,9.5,5.11705528931244
8.8,0.64,0.17,2.9,0.084,25,130,0.99818,3.23,0.54,9.6,5.00983750803404
7.6,0.43,0.4,2.7,0.082,6,11,0.99538,3.44,0.54,12.2,6.1955898959162
7.5,0.58,0.14,2.2,0.077,27,60,0.9963,3.28,0.59,9.8,5.37915431382178
8.2,0.33,0.39,2.5,0.074,29,48,0.99528,3.32,0.88,12.4,6.66890820600544
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,6.16561295926926
6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,6.01780608468571
10.1,0.38,0.5,2.4,0.104,6,13,0.99643,3.22,0.65,11.6,6.24603162318672
8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,5.31541323280657
6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,5.38568961509661
7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2,4.96197966301914
8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,6.23397708297178
7.9,0.4,0.3,1.8,0.157,2,45,0.99727,3.31,0.91,9.5,5.58947046195342
12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,5.93674426431391
7.4,0.55,0.22,2.2,0.106,12,72,0.9959,3.05,0.63,9.2,5.25650313216879
10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,5.62675952873575
7,0.42,0.35,1.6,0.088,16,39,0.9961,3.34,0.55,9.2,5.33439740437946
6.3,0.3,0.48,1.8,0.069,18,61,0.9959,3.44,0.78,10.3,5.88576700455174
10.1,0.935,0.22,3.4,0.105,11,86,1.001,3.43,0.64,11.3,5.16205847705346
7.4,0.52,0.13,2.4,0.078,34,61,0.99528,3.43,0.59,10.8,5.68933590547674
13.2,0.38,0.55,2.7,0.081,5,16,1.0006,2.98,0.54,9.4,5.68634396243145
11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11,5.76885893123757
8.6,0.49,0.28,1.9,0.11,20,136,0.9972,2.93,1.95,9.9,6.49795010425034
6.6,0.695,0,2.1,0.075,12,56,0.9968,3.49,0.67,9.2,5.03476750004664
6.8,0.57,0,2.5,0.072,32,64,0.99491,3.43,0.56,11.2,5.71746168331704
7,0.56,0.17,1.7,0.065,15,24,0.99514,3.44,0.68,10.55,5.71956105617407
7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,5.61143269938785
6.6,0.52,0.08,2.4,0.07,13,26,0.99358,3.4,0.72,12.5,6.36267273208424
7.8,0.46,0.26,1.9,0.088,23,53,0.9981,3.43,0.74,9.2,5.38248089932287
11.9,0.695,0.53,3.4,0.128,7,21,0.9992,3.17,0.84,12.2,6.14801665638257
8.4,0.715,0.2,2.4,0.076,10,38,0.99735,3.31,0.64,9.4,5.17230268405269
6.3,0.98,0.01,2,0.057,15,33,0.99488,3.6,0.46,11.2,5.13278110741178
7.1,0.59,0,2.2,0.078,26,44,0.99522,3.42,0.68,10.8,5.72364169364518
7.1,0.84,0.02,4.4,0.096,5,13,0.997,3.41,0.57,11,5.41766403121495
9.3,0.37,0.44,1.6,0.038,21,42,0.99526,3.24,0.81,10.8,6.2325298289541
7.3,0.69,0.32,2.2,0.069,35,104,0.99632,3.33,0.51,9.5,4.95402011534499
7.9,0.34,0.36,1.9,0.065,5,10,0.99419,3.27,0.54,11.2,6.15043935998876
8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9,5.22768366992683
9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,5.4970940522647
8.1,0.825,0.24,2.1,0.084,5,13,0.9972,3.37,0.77,10.7,5.50953073744017
6.4,0.63,0.21,1.6,0.08,12,32,0.99689,3.58,0.66,9.8,5.25516194754433
7.3,0.38,0.21,2,0.08,7,35,0.9961,3.33,0.47,9.5,5.43678941535638
7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6,5.49412430803213
9.4,0.43,0.24,2.8,0.092,14,45,0.998,3.19,0.73,10,5.77421251918958
6.4,0.36,0.21,2.2,0.047,26,48,0.99661,3.47,0.77,9.7,5.75428447923771
8.2,0.23,0.42,1.9,0.069,9,17,0.99376,3.21,0.54,12.3,6.58879786270547
10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,6.51742321087482
7.1,0.52,0.03,2.6,0.076,21,92,0.99745,3.5,0.6,9.8,5.25918313865951
7,0.22,0.3,1.8,0.065,16,20,0.99672,3.61,0.82,10,6.01411434395414
11,0.2,0.48,2,0.343,6,18,0.9979,3.3,0.71,10.5,5.70790808528452
7.5,0.63,0.12,5.1,0.111,50,110,0.9983,3.26,0.77,9.4,5.23693902862095
8.2,0.44,0.24,2.3,0.063,10,28,0.99613,3.25,0.53,10.2,5.7149372182078
6.4,0.79,0.04,2.2,0.061,11,17,0.99588,3.53,0.65,10.4,5.35880184567793
8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,6.08675353820694
8.4,0.37,0.43,2.3,0.063,12,19,0.9955,3.17,0.81,11.2,6.36530097506217
8,0.59,0.16,1.8,0.065,3,16,0.9962,3.42,0.92,10.5,5.88852886345404
5.1,0.585,0,1.7,0.044,14,86,0.99264,3.56,0.94,12.9,6.36393328861812
7.1,0.71,0,1.9,0.08,14,35,0.9972,3.47,0.55,9.4,5.03210298055984
9.9,0.72,0.55,1.7,0.136,24,52,0.99752,3.35,0.94,10,5.41667199800632
8.4,0.31,0.29,3.1,0.194,14,26,0.99536,3.22,0.78,12,6.37480765541924
8.1,0.33,0.44,1.5,0.042,6,12,0.99542,3.35,0.61,10.7,6.06319083670653
12.4,0.42,0.49,4.6,0.073,19,43,0.9978,3.02,0.61,9.5,5.7489646385202
9.3,0.41,0.39,2.2,0.064,12,31,0.9984,3.26,0.65,10.2,5.81027251432016
9.2,0.52,1,3.4,0.61,32,69,0.9996,2.74,2,9.4,5.65670350799595
15,0.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2,6.10238792712668
9.9,0.74,0.28,2.6,0.078,21,77,0.998,3.28,0.51,9.8,5.06686537611968
11.2,0.66,0.24,2.5,0.085,16,53,0.9993,3.06,0.72,11,5.80698499438781
14.3,0.31,0.74,1.8,0.075,6,15,1.0008,2.86,0.79,8.4,5.76177699995422
8.9,0.29,0.35,1.9,0.067,25,57,0.997,3.18,1.36,10.3,6.57573050133609
7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,5.27925364197317
7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,5.77974039467212
8,1.18,0.21,1.9,0.083,14,41,0.99532,3.34,0.47,10.5,4.74447844378882
10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,6.51742321087482
9.3,0.38,0.48,3.8,0.132,3,11,0.99577,3.23,0.57,13.2,6.57638382829806
8.6,0.53,0.22,2,0.1,7,27,0.9967,3.2,0.56,10.2,5.57190947070321
6.5,0.9,0,1.6,0.052,9,17,0.99467,3.5,0.63,10.9,5.37990581511683
7.8,0.91,0.07,1.9,0.058,22,47,0.99525,3.51,0.43,10.7,5.08022307235982
7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,5.28786291188044
9.4,0.4,0.31,2.2,0.09,13,62,0.9966,3.07,0.63,10.5,5.86068467891086
6.9,0.635,0.17,2.4,0.241,6,18,0.9961,3.4,0.59,10.3,5.16416287391691
7.7,0.69,0.22,1.9,0.084,18,94,0.9961,3.31,0.48,9.5,4.91900845439716
6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5.24856173997819
8.4,1.035,0.15,6,0.073,11,54,0.999,3.37,0.49,9.9,4.78215351000255
7.5,0.57,0.08,2.6,0.089,14,27,0.99592,3.3,0.59,10.4,5.61537633955981
8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,5.14627477852254
9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,5.09862827912366
7.6,0.665,0.1,1.5,0.066,27,55,0.99655,3.39,0.51,9.3,5.05234344701644
7.9,0.57,0.31,2,0.079,10,79,0.99677,3.29,0.69,9.5,5.27678525348185
13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,6.36560789146247
9.8,0.98,0.32,2.3,0.078,35,152,0.998,3.25,0.48,9.4,4.44488095620506
7.4,0.36,0.29,2.6,0.087,26,72,0.99645,3.39,0.68,11,5.93286217040458
7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,5.4791741661135
8.2,0.915,0.27,2.1,0.088,7,23,0.9962,3.26,0.47,10,4.98267732465619
7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,5.10142498756957
6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,5.43022495747225
12.7,0.59,0.45,2.3,0.082,11,22,1,3,0.7,9.3,5.52636468895855
11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,6.31268333350146
