location_state,response,coverage,education,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,high_value,Campaign_A,probability_high_value
Oregon,No,Basic,High School or Below,Unemployed,F,0,Suburban,Married,69,11,60,0,1,Corporate Auto,Corporate L1,Offer1,Agent,331.2,Four-Door Car,Small,0,No,0.007815824900130284
Oregon,Yes,Basic,College,Unemployed,M,0,Suburban,Single,70,24,10,0,1,Personal Auto,Personal L3,Offer1,Branch,425.266308,Four-Door Car,Medsize,0,No,0.006340274064512937
Nevada,Yes,Basic,Bachelor,Medical Leave,M,29735,Suburban,Single,69,3,92,0,1,Personal Auto,Personal L2,Offer1,Agent,331.2,Four-Door Car,Medsize,0,No,0.007382759699462609
California,No,Basic,College,Employed,M,61417,Urban,Married,65,6,35,0,7,Personal Auto,Personal L3,Offer4,Call Center,206.01822,Two-Door Car,Medsize,1,Yes,0.9793482694181992
Oregon,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,105,3,12,0,4,Personal Auto,Personal L3,Offer1,Branch,756.0,SUV,Small,1,Yes,0.9943476342574086
California,No,Basic,High School or Below,Employed,M,43846,Rural,Married,65,16,33,1,1,Personal Auto,Personal L3,Offer3,Call Center,125.52458,Four-Door Car,Large,0,No,0.006826955967470269
Arizona,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,67,33,54,0,2,Personal Auto,Personal L3,Offer1,Branch,482.4,Four-Door Car,Medsize,1,Yes,0.9889671457237548
Nevada,No,Basic,College,Employed,F,33775,Suburban,Married,61,24,95,0,1,Personal Auto,Personal L2,Offer1,Agent,292.8,Two-Door Car,Medsize,0,No,0.005792177297624858
Oregon,No,Extended,College,Employed,M,96988,Suburban,Single,77,1,60,0,3,Personal Auto,Personal L2,Offer1,Agent,369.6,Two-Door Car,Medsize,1,Yes,0.9956056247086279
Arizona,No,Premium,Bachelor,Unemployed,M,0,Suburban,Single,114,26,34,0,7,Personal Auto,Personal L3,Offer1,Branch,820.8,Two-Door Car,Large,1,Yes,0.9936302537906501
Oregon,No,Basic,Doctor,Employed,F,81945,Rural,Single,68,19,45,0,9,Personal Auto,Personal L1,Offer1,Call Center,47.451832,Four-Door Car,Small,1,Yes,0.9881225005041904
Arizona,No,Basic,Bachelor,Unemployed,F,0,Rural,Married,65,24,47,0,1,Personal Auto,Personal L1,Offer1,Agent,27.031485,Four-Door Car,Medsize,0,No,0.006310196373391439
Nevada,No,Basic,Bachelor,Medical Leave,F,19019,Suburban,Married,186,7,46,0,1,Personal Auto,Personal L3,Offer4,Branch,1003.050834,Luxury SUV,Medsize,1,Yes,0.9914167328976952
Oregon,No,Basic,Bachelor,Employed,F,62579,Urban,Married,72,33,53,0,1,Personal Auto,Personal L2,Offer4,Agent,326.242099,Four-Door Car,Medsize,0,No,0.007422407811754958
California,Yes,Premium,High School or Below,Employed,F,46587,Suburban,Divorced,119,34,74,2,2,Personal Auto,Personal L3,Offer1,Call Center,571.2,Four-Door Car,Medsize,1,Yes,0.9963276628942672
Arizona,No,Extended,Bachelor,Unemployed,F,0,Suburban,Single,81,26,58,0,1,Personal Auto,Personal L3,Offer1,Branch,583.2,Four-Door Car,Medsize,0,No,0.007731423675616259
Arizona,No,Extended,Bachelor,Unemployed,F,0,Suburban,Single,78,15,47,0,2,Special Auto,Special L1,Offer3,Web,561.6,Four-Door Car,Small,1,Yes,0.9948836596484733
Washington,No,Extended,High School or Below,Unemployed,M,0,Suburban,Married,135,1,98,0,9,Corporate Auto,Corporate L1,Offer1,Agent,648.0,SUV,Medsize,1,Yes,0.9924294257116024
California,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,66,1,61,0,9,Corporate Auto,Corporate L3,Offer2,Web,758.460636,Four-Door Car,Small,0,No,0.02720057176644873
California,No,Premium,College,Medical Leave,M,29327,Suburban,Married,118,26,21,0,1,Special Auto,Special L2,Offer1,Agent,627.898468,Four-Door Car,Small,0,No,0.009054661410221331
Oregon,No,Extended,Master,Employed,M,81081,Rural,Married,96,32,34,1,2,Corporate Auto,Corporate L2,Offer4,Call Center,206.211089,Four-Door Car,Medsize,1,Yes,0.9959507510427036
Oregon,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,106,27,89,0,1,Personal Auto,Personal L3,Offer1,Agent,763.2,SUV,Medsize,0,No,0.008353952490665175
Nevada,No,Basic,Master,Employed,M,57222,Urban,Married,112,3,88,1,2,Personal Auto,Personal L2,Offer2,Branch,297.187468,Sports Car,Medsize,1,Yes,0.9954915135628362
Arizona,No,Basic,College,Employed,M,91147,Rural,Married,107,4,79,0,7,Personal Auto,Personal L1,Offer3,Agent,50.473675,Sports Car,Small,1,Yes,0.9919794942996608
California,No,Basic,High School or Below,Employed,F,76638,Suburban,Single,73,2,55,1,1,Personal Auto,Personal L3,Offer3,Agent,435.189747,Four-Door Car,Small,0,No,0.007355138355420473
California,No,Basic,Bachelor,Employed,M,29697,Rural,Married,64,6,43,0,2,Personal Auto,Personal L2,Offer3,Agent,147.128736,Four-Door Car,Medsize,1,Yes,0.9931229442332448
Arizona,No,Basic,High School or Below,Unemployed,M,0,Suburban,Married,61,27,90,0,2,Corporate Auto,Corporate L3,Offer3,Call Center,301.402778,Four-Door Car,Medsize,1,Yes,0.987239430896449
Arizona,No,Basic,College,Employed,F,67352,Urban,Married,181,7,80,1,1,Personal Auto,Personal L3,Offer3,Branch,560.947563,Luxury Car,Small,1,Yes,0.9898971872358732
Oregon,Yes,Extended,Bachelor,Retired,F,23904,Suburban,Single,123,1,67,3,1,Personal Auto,Personal L3,Offer1,Agent,590.4,SUV,Medsize,0,No,0.015989209378642524
Arizona,No,Extended,Bachelor,Unemployed,M,0,Suburban,Married,88,16,28,2,7,Personal Auto,Personal L2,Offer1,Branch,422.4,Four-Door Car,Small,1,Yes,0.9932540099491878
California,No,Basic,Bachelor,Employed,F,89953,Urban,Single,74,3,42,0,3,Corporate Auto,Corporate L3,Offer2,Web,274.165887,Four-Door Car,Medsize,1,Yes,0.9929395599899156
California,No,Basic,High School or Below,Retired,M,20862,Suburban,Divorced,68,1,69,0,9,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,Small,0,No,0.2792574026723589
Nevada,No,Basic,College,Employed,F,47663,Rural,Divorced,114,35,24,0,8,Personal Auto,Personal L3,Offer1,Branch,103.702555,Sports Car,Medsize,1,Yes,0.9877453422009284
Washington,No,Premium,Master,Employed,M,49564,Suburban,Divorced,105,8,29,0,5,Corporate Auto,Corporate L1,Offer3,Web,661.6089360000002,Four-Door Car,Small,1,Yes,0.9948984847375196
California,Yes,Basic,College,Employed,M,28432,Suburban,Married,118,1,59,0,2,Personal Auto,Personal L3,Offer2,Branch,612.300581,SUV,Small,1,Yes,0.9958268995022423
California,No,Premium,College,Employed,M,32356,Urban,Married,117,11,35,2,2,Personal Auto,Personal L1,Offer1,Agent,428.490681,Two-Door Car,Medsize,1,Yes,0.9963276628942672
Oregon,No,Basic,High School or Below,Employed,M,55269,Suburban,Divorced,71,32,15,0,2,Personal Auto,Personal L3,Offer1,Agent,340.8,Two-Door Car,Medsize,1,Yes,0.9956931794880158
California,No,Premium,College,Unemployed,F,0,Urban,Divorced,116,6,78,0,3,Personal Auto,Personal L2,Offer1,Web,509.513764,Four-Door Car,Large,1,Yes,0.995077285234163
Oregon,No,Extended,High School or Below,Employed,M,76771,Rural,Divorced,95,34,82,1,7,Personal Auto,Personal L3,Offer1,Branch,91.674854,Two-Door Car,Large,1,Yes,0.9938214779756328
Nevada,Yes,Basic,College,Employed,F,75648,Rural,Married,108,28,10,0,1,Corporate Auto,Corporate L3,Offer2,Branch,112.660916,SUV,Large,0,No,0.0071455970588686045
Oregon,No,Basic,Doctor,Employed,M,20698,Urban,Single,68,21,72,5,5,Personal Auto,Personal L3,Offer4,Branch,248.422693,Two-Door Car,Medsize,0,No,0.11506082769056493
Oregon,No,Basic,High School or Below,Employed,F,29734,Suburban,Divorced,63,12,86,0,2,Corporate Auto,Corporate L2,Offer4,Web,649.83837,Two-Door Car,Medsize,1,Yes,0.9904992784616242
Nevada,No,Basic,Bachelor,Employed,M,43963,Suburban,Married,110,25,59,0,7,Corporate Auto,Corporate L3,Offer3,Agent,528.0,SUV,Medsize,1,Yes,0.994122825016713
California,No,Basic,High School or Below,Employed,M,29465,Suburban,Married,63,6,9,0,1,Personal Auto,Personal L2,Offer2,Call Center,302.4,Four-Door Car,Medsize,0,No,0.005990830759319278
Arizona,No,Basic,High School or Below,Employed,F,24851,Suburban,Single,103,8,99,0,2,Personal Auto,Personal L3,Offer1,Agent,604.289428,SUV,Medsize,1,Yes,0.99622999915675
Arizona,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,107,2,4,2,1,Corporate Auto,Corporate L3,Offer1,Agent,770.4,SUV,Medsize,0,No,0.007321817385302353
California,No,Extended,College,Medical Leave,M,11033,Suburban,Married,97,27,18,0,2,Special Auto,Special L1,Offer1,Branch,511.120131,Two-Door Car,Large,1,Yes,0.9963835020489608
Oregon,No,Basic,College,Employed,F,20495,Suburban,Married,61,7,36,0,2,Personal Auto,Personal L3,Offer2,Agent,292.8,Four-Door Car,Medsize,1,Yes,0.9882736673591836
California,No,Basic,Master,Employed,F,95766,Rural,Married,68,17,62,0,5,Personal Auto,Personal L3,Offer2,Call Center,162.557048,Four-Door Car,Medsize,1,Yes,0.9921558945617384
California,No,Basic,College,Unemployed,M,0,Suburban,Single,65,22,39,0,2,Corporate Auto,Corporate L1,Offer4,Agent,655.073317,Four-Door Car,Medsize,1,Yes,0.9851263165734412
Oregon,No,Basic,Bachelor,Employed,F,61029,Rural,Single,72,26,98,0,1,Personal Auto,Personal L2,Offer2,Call Center,114.429816,Two-Door Car,Medsize,0,No,0.007394235336197619
Oregon,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,105,3,30,0,1,Personal Auto,Personal L3,Offer4,Web,504.0,SUV,Medsize,0,No,0.007765181044461646
California,No,Extended,High School or Below,Employed,M,56188,Rural,Married,86,20,52,3,3,Special Auto,Special L2,Offer2,Web,175.972039,Four-Door Car,Large,1,Yes,0.9923238511453942
Arizona,No,Basic,Bachelor,Employed,F,94812,Rural,Married,70,11,40,0,1,Personal Auto,Personal L3,Offer2,Branch,121.025058,Four-Door Car,Medsize,0,No,0.00692660899120621
California,No,Basic,Bachelor,Unemployed,F,0,Suburban,Married,70,28,77,1,3,Personal Auto,Personal L1,Offer1,Branch,336.0,Two-Door Car,Small,1,Yes,0.6200128774483974
Oregon,No,Premium,College,Employed,F,55338,Suburban,Married,116,25,54,0,7,Corporate Auto,Corporate L3,Offer2,Branch,556.8,Two-Door Car,Medsize,1,Yes,0.9947066559975308
California,Yes,Extended,High School or Below,Employed,F,82477,Suburban,Married,90,1,69,0,1,Personal Auto,Personal L3,Offer2,Agent,432.0,Two-Door Car,Large,0,No,0.007164387957573486
Oregon,No,Basic,College,Employed,F,20852,Suburban,Married,73,8,6,0,1,Personal Auto,Personal L3,Offer3,Branch,383.789732,Two-Door Car,Small,0,No,0.006902193919390542
Washington,No,Extended,High School or Below,Unemployed,F,0,Urban,Married,82,22,62,0,2,Personal Auto,Personal L3,Offer1,Call Center,296.637382,Two-Door Car,Medsize,1,Yes,0.9956364856902642
Oregon,No,Extended,Doctor,Unemployed,F,0,Suburban,Married,83,16,75,0,1,Personal Auto,Personal L3,Offer1,Call Center,544.217453,Two-Door Car,Medsize,0,No,0.008457854333456631
Arizona,No,Extended,College,Unemployed,F,0,Suburban,Single,95,14,57,2,1,Personal Auto,Personal L2,Offer1,Agent,456.0,Two-Door Car,Medsize,0,No,0.00742447143631607
Arizona,No,Extended,High School or Below,Employed,F,72460,Urban,Married,85,9,76,0,1,Personal Auto,Personal L2,Offer2,Call Center,370.018108,Four-Door Car,Medsize,0,No,0.007210468495455219
Oregon,Yes,Basic,Bachelor,Employed,M,76358,Rural,Married,66,25,3,0,2,Personal Auto,Personal L1,Offer3,Agent,86.46158199999998,Four-Door Car,Medsize,1,Yes,0.9955629482883568
California,Yes,Extended,High School or Below,Employed,M,96306,Rural,Divorced,95,12,17,1,6,Corporate Auto,Corporate L1,Offer1,Agent,185.355353,Four-Door Car,Medsize,1,Yes,0.9945888162093948
Arizona,No,Basic,College,Employed,F,49544,Rural,Single,101,3,29,0,1,Personal Auto,Personal L3,Offer1,Agent,0.769185,SUV,Medsize,0,No,0.008807638660016659
Oregon,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,68,10,36,0,7,Personal Auto,Personal L3,Offer4,Call Center,609.323227,Two-Door Car,Medsize,0,No,0.04800615247294649
California,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,101,7,19,0,4,Corporate Auto,Corporate L2,Offer3,Web,727.2,SUV,Medsize,1,Yes,0.9933539312022954
Arizona,No,Basic,College,Employed,M,63357,Suburban,Married,101,26,42,0,5,Personal Auto,Personal L2,Offer2,Agent,565.508572,SUV,Medsize,1,Yes,0.9946868004520754
Arizona,No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,82,9,21,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,590.4,Four-Door Car,Large,0,No,0.007886544499019125
Arizona,No,Basic,Bachelor,Employed,M,23060,Suburban,Married,109,13,25,3,1,Corporate Auto,Corporate L3,Offer4,Agent,731.350857,SUV,Medsize,0,No,0.008162012673221494
Arizona,No,Basic,Master,Employed,M,27781,Suburban,Married,71,33,7,0,2,Corporate Auto,Corporate L2,Offer3,Agent,340.8,Four-Door Car,Medsize,1,Yes,0.995074072010552
Arizona,No,Basic,College,Employed,M,43246,Rural,Single,62,19,89,0,1,Personal Auto,Personal L2,Offer1,Agent,52.435202,Four-Door Car,Medsize,0,No,0.005932309629266353
Oregon,No,Extended,High School or Below,Disabled,F,14254,Suburban,Married,124,21,16,0,1,Corporate Auto,Corporate L1,Offer3,Branch,595.2,SUV,Large,0,No,0.02249663502424861
Nevada,No,Premium,College,Employed,M,60334,Rural,Married,106,5,67,0,1,Corporate Auto,Corporate L3,Offer2,Web,111.164747,Four-Door Car,Large,0,No,0.007067992270925336
California,Yes,Basic,Bachelor,Employed,F,35625,Urban,Married,65,10,56,1,3,Personal Auto,Personal L1,Offer2,Agent,288.572108,Four-Door Car,Medsize,1,Yes,0.9608807110190838
Oregon,No,Basic,Bachelor,Employed,F,54684,Urban,Married,111,13,15,3,2,Corporate Auto,Corporate L3,Offer2,Agent,302.1371640000001,Sports Car,Medsize,1,Yes,0.9947775696785952
Oregon,No,Basic,Bachelor,Employed,M,56228,Urban,Single,65,4,79,0,1,Personal Auto,Personal L3,Offer2,Call Center,276.877348,Two-Door Car,Medsize,0,No,0.008314043263934477
Oregon,No,Extended,Bachelor,Employed,M,82166,Suburban,Single,134,9,43,3,1,Personal Auto,Personal L2,Offer4,Agent,643.2,SUV,Medsize,1,Yes,0.9877030009105022
Oregon,No,Basic,Bachelor,Employed,F,30406,Suburban,Married,73,29,93,0,1,Personal Auto,Personal L3,Offer1,Web,350.4,Four-Door Car,Medsize,0,No,0.008523078760830374
Arizona,No,Premium,Bachelor,Employed,M,75007,Suburban,Divorced,101,1,19,0,1,Personal Auto,Personal L1,Offer2,Agent,668.773522,Four-Door Car,Medsize,0,No,0.008712259370612884
Washington,No,Basic,Bachelor,Employed,M,79271,Urban,Married,62,24,63,4,1,Personal Auto,Personal L3,Offer2,Agent,232.753598,Four-Door Car,Medsize,0,No,0.006633795184548486
Arizona,No,Extended,High School or Below,Unemployed,F,0,Suburban,Single,76,2,66,0,2,Personal Auto,Personal L2,Offer1,Agent,364.8,Four-Door Car,Small,1,Yes,0.995273630502517
California,No,Premium,Bachelor,Employed,M,59414,Rural,Married,140,34,56,0,2,Personal Auto,Personal L3,Offer1,Call Center,65.022258,SUV,Medsize,1,Yes,0.9972904178387504
Oregon,No,Basic,Bachelor,Employed,M,44719,Suburban,Single,66,6,55,0,2,Personal Auto,Personal L2,Offer2,Branch,316.8,Four-Door Car,Medsize,1,Yes,0.9935985349629681
Nevada,No,Extended,Bachelor,Unemployed,F,0,Rural,Married,129,14,93,2,1,Personal Auto,Personal L3,Offer1,Web,291.744204,SUV,Medsize,0,No,0.09680879082013076
California,Yes,Basic,Doctor,Disabled,F,21986,Suburban,Divorced,63,1,9,0,1,Personal Auto,Personal L1,Offer2,Branch,333.696228,Two-Door Car,Medsize,0,No,0.0058014332884984005
Oregon,No,Basic,High School or Below,Employed,F,58480,Suburban,Divorced,113,6,35,1,5,Personal Auto,Personal L3,Offer2,Branch,542.4,SUV,Medsize,1,Yes,0.9938446455184496
Washington,No,Basic,Master,Employed,F,37520,Rural,Married,74,21,30,0,2,Special Auto,Special L3,Offer1,Agent,163.576763,Two-Door Car,Medsize,1,Yes,0.9958591592890778
California,No,Basic,Bachelor,Employed,M,50165,Rural,Divorced,62,15,63,0,2,Personal Auto,Personal L3,Offer1,Agent,129.999138,Two-Door Car,Medsize,1,Yes,0.989717406716345
Arizona,No,Extended,College,Employed,M,42961,Suburban,Married,83,24,16,0,2,Personal Auto,Personal L2,Offer2,Web,398.4,Four-Door Car,Medsize,1,Yes,0.9959273513086234
Oregon,No,Extended,High School or Below,Employed,M,86687,Urban,Single,80,4,82,0,3,Personal Auto,Personal L3,Offer1,Agent,274.159702,Four-Door Car,Large,1,Yes,0.9955848426970832
Oregon,No,Extended,High School or Below,Unemployed,F,0,Rural,Single,93,2,88,0,3,Personal Auto,Personal L2,Offer1,Branch,41.617367,Four-Door Car,Large,1,Yes,0.9943892059391694
Arizona,No,Extended,Bachelor,Employed,F,23772,Rural,Married,83,19,25,0,4,Personal Auto,Personal L3,Offer2,Agent,100.652984,Four-Door Car,Medsize,1,Yes,0.9934035946012424
California,No,Extended,College,Unemployed,M,0,Urban,Married,98,23,7,0,1,Personal Auto,Personal L3,Offer4,Web,354.939043,Four-Door Car,Medsize,0,No,0.007047032913935116
Arizona,No,Basic,Doctor,Disabled,F,18241,Rural,Married,65,17,44,0,1,Personal Auto,Personal L2,Offer3,Agent,151.991098,Two-Door Car,Medsize,0,No,0.006945562964547069
Oregon,No,Basic,Bachelor,Unemployed,M,0,Suburban,Married,65,32,88,0,1,Corporate Auto,Corporate L2,Offer1,Agent,312.0,Two-Door Car,Medsize,0,No,0.006443685494430085
California,No,Basic,High School or Below,Employed,F,86650,Urban,Single,69,7,64,2,1,Personal Auto,Personal L1,Offer1,Web,323.865715,Two-Door Car,Medsize,0,No,0.008675877615772775
Arizona,No,Extended,Bachelor,Unemployed,M,0,Suburban,Single,137,11,73,0,1,Personal Auto,Personal L3,Offer3,Agent,1554.089517,SUV,Medsize,0,No,0.08887975017270082
Oregon,No,Premium,Master,Employed,F,35973,Suburban,Married,159,5,97,0,2,Personal Auto,Personal L2,Offer1,Call Center,763.2,Sports Car,Large,1,Yes,0.9972941483315848
Arizona,No,Extended,High School or Below,Employed,M,26262,Suburban,Married,97,6,59,0,1,Personal Auto,Personal L2,Offer4,Call Center,465.6,Four-Door Car,Small,0,No,0.006897262194941361
California,No,Extended,College,Employed,M,25187,Suburban,Married,121,8,79,0,1,Personal Auto,Personal L3,Offer3,Call Center,580.8,SUV,Medsize,0,No,0.012114207670814687
Oregon,No,Basic,High School or Below,Employed,F,88081,Rural,Married,64,35,94,0,5,Personal Auto,Personal L3,Offer1,Branch,82.483947,Four-Door Car,Medsize,1,Yes,0.986659206022442
Oregon,No,Basic,High School or Below,Employed,F,83460,Suburban,Divorced,66,20,18,0,1,Corporate Auto,Corporate L2,Offer2,Call Center,443.44552,Four-Door Car,Medsize,0,No,0.007378286962165152
California,No,Basic,Bachelor,Disabled,F,19949,Suburban,Married,74,0,99,1,3,Corporate Auto,Corporate L2,Offer1,Branch,355.2,Four-Door Car,Medsize,1,Yes,0.9713113513030928
Oregon,No,Extended,College,Unemployed,M,0,Suburban,Single,92,16,56,0,1,Personal Auto,Personal L3,Offer2,Branch,897.3795349999997,Two-Door Car,Large,0,No,0.008629957098143931
Arizona,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,109,30,87,0,4,Personal Auto,Personal L3,Offer2,Branch,784.8,SUV,Medsize,1,Yes,0.9948518376684354
California,No,Extended,Bachelor,Employed,F,77739,Urban,Married,98,31,61,0,1,Personal Auto,Personal L3,Offer2,Call Center,428.563553,Four-Door Car,Large,0,No,0.007499037856390306
Oregon,No,Extended,College,Employed,F,23649,Urban,Married,122,2,69,0,6,Personal Auto,Personal L3,Offer1,Branch,535.606632,SUV,Large,1,Yes,0.9951807727447304
Arizona,No,Extended,College,Employed,M,68980,Urban,Divorced,98,25,87,0,7,Personal Auto,Personal L2,Offer1,Agent,464.038577,Four-Door Car,Medsize,1,Yes,0.9941934575494928
Oregon,No,Premium,Master,Employed,F,60010,Suburban,Married,103,4,86,0,1,Special Auto,Special L1,Offer2,Agent,494.4,Four-Door Car,Medsize,0,No,0.007067992270925336
California,No,Basic,Bachelor,Employed,F,30968,Rural,Married,74,10,89,1,8,Corporate Auto,Corporate L2,Offer1,Branch,45.425684,Two-Door Car,Medsize,1,Yes,0.98567834325893
California,No,Premium,High School or Below,Unemployed,M,0,Suburban,Divorced,116,2,97,0,1,Personal Auto,Personal L1,Offer1,Agent,556.8,Four-Door Car,Medsize,0,No,0.008330455925474229
Washington,No,Basic,High School or Below,Employed,F,99841,Suburban,Married,65,14,30,0,1,Personal Auto,Personal L2,Offer2,Branch,312.0,Four-Door Car,Small,0,No,0.007053831349627289
California,Yes,Premium,College,Unemployed,M,0,Suburban,Married,105,3,92,0,1,Personal Auto,Personal L3,Offer1,Branch,504.0,Four-Door Car,Large,0,No,0.00824523134769118
California,No,Basic,College,Employed,M,32967,Suburban,Married,105,16,70,1,4,Personal Auto,Personal L2,Offer1,Branch,504.0,SUV,Small,1,Yes,0.9939188608444246
Oregon,Yes,Extended,Master,Unemployed,M,0,Suburban,Single,125,6,61,0,2,Personal Auto,Personal L3,Offer1,Agent,900.0,SUV,Small,1,Yes,0.9963345873163816
California,No,Basic,College,Employed,F,31794,Suburban,Divorced,119,12,16,0,2,Personal Auto,Personal L3,Offer1,Agent,571.2,SUV,Medsize,1,Yes,0.996145220048576
Washington,No,Extended,High School or Below,Employed,F,36710,Suburban,Single,94,17,56,0,1,Personal Auto,Personal L1,Offer2,Agent,676.8,Four-Door Car,Small,0,No,0.008390302496190412
Oregon,No,Basic,Bachelor,Employed,F,36267,Urban,Married,69,21,1,0,8,Personal Auto,Personal L1,Offer1,Agent,263.454037,Four-Door Car,Medsize,1,Yes,0.9881245133672696
Oregon,Yes,Basic,High School or Below,Medical Leave,M,12430,Suburban,Single,73,22,13,0,4,Personal Auto,Personal L3,Offer2,Call Center,350.4,Four-Door Car,Medsize,1,Yes,0.9446377212689894
Oregon,No,Basic,High School or Below,Employed,F,93715,Suburban,Married,74,12,88,0,7,Personal Auto,Personal L3,Offer4,Web,532.8,Four-Door Car,Small,1,Yes,0.9931172941292212
Nevada,Yes,Basic,College,Employed,F,75648,Rural,Married,108,28,10,0,1,Corporate Auto,Corporate L2,Offer2,Branch,112.660916,SUV,Large,0,No,0.0071455970588686045
Washington,No,Basic,College,Medical Leave,F,24584,Urban,Single,66,11,74,0,2,Corporate Auto,Corporate L3,Offer1,Agent,279.706613,Four-Door Car,Medsize,1,Yes,0.9903693106082724
California,Yes,Basic,Bachelor,Employed,M,36088,Suburban,Single,72,16,31,0,9,Personal Auto,Personal L1,Offer1,Agent,345.6,Four-Door Car,Medsize,1,Yes,0.9887731941881104
Arizona,No,Basic,Bachelor,Employed,M,21723,Suburban,Single,104,31,6,0,8,Personal Auto,Personal L2,Offer2,Call Center,748.8,SUV,Medsize,1,Yes,0.9923669629549552
Oregon,No,Basic,High School or Below,Employed,F,63833,Urban,Married,73,17,69,0,3,Personal Auto,Personal L3,Offer1,Agent,199.460544,Four-Door Car,Large,1,Yes,0.9944559443381116
California,No,Basic,College,Unemployed,M,0,Suburban,Single,61,7,1,0,4,Personal Auto,Personal L3,Offer1,Agent,304.156333,Four-Door Car,Medsize,0,No,0.01846272342493744
Arizona,No,Extended,Bachelor,Employed,F,45892,Suburban,Married,81,1,49,0,1,Corporate Auto,Corporate L2,Offer2,Agent,388.8,Four-Door Car,Medsize,0,No,0.007067992270925336
Oregon,No,Basic,College,Employed,M,90263,Suburban,Married,74,17,36,0,8,Personal Auto,Personal L1,Offer4,Web,355.2,Two-Door Car,Medsize,1,Yes,0.9903943310513216
Washington,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,63,8,87,0,1,Corporate Auto,Corporate L3,Offer1,Agent,453.6,Four-Door Car,Medsize,0,No,0.0053433765392950795
Oregon,No,Extended,Bachelor,Employed,M,40548,Suburban,Divorced,98,7,57,0,2,Personal Auto,Personal L3,Offer1,Agent,470.4,Four-Door Car,Medsize,1,Yes,0.9963484161004948
Oregon,No,Extended,College,Unemployed,M,0,Suburban,Single,99,15,84,0,2,Corporate Auto,Corporate L3,Offer1,Branch,831.340966,Two-Door Car,Medsize,1,Yes,0.9962110730018672
Washington,No,Basic,High School or Below,Employed,M,50450,Suburban,Married,63,24,80,0,1,Personal Auto,Personal L3,Offer1,Branch,302.4,Four-Door Car,Medsize,0,No,0.007581844632279461
California,No,Extended,College,Unemployed,F,0,Suburban,Single,85,4,45,0,1,Personal Auto,Personal L3,Offer2,Branch,612.0,Two-Door Car,Medsize,0,No,0.008201652131552634
Arizona,No,Basic,College,Employed,F,75963,Rural,Divorced,69,4,23,0,7,Corporate Auto,Corporate L3,Offer3,Branch,102.147789,Two-Door Car,Medsize,1,Yes,0.9838997847951227
Arizona,No,Extended,High School or Below,Employed,F,32714,Suburban,Married,87,35,48,0,1,Personal Auto,Personal L1,Offer4,Agent,513.041633,Four-Door Car,Medsize,0,No,0.00743036923416735
Oregon,No,Extended,Bachelor,Employed,F,42790,Urban,Married,87,10,74,0,3,Personal Auto,Personal L1,Offer1,Branch,290.057111,Two-Door Car,Medsize,1,Yes,0.9962871498952259
Oregon,No,Extended,Bachelor,Employed,F,20694,Suburban,Married,94,29,89,1,1,Personal Auto,Personal L2,Offer2,Branch,451.2,Two-Door Car,Medsize,0,No,0.0076111717316618985
California,Yes,Extended,Bachelor,Employed,F,25820,Suburban,Divorced,82,10,69,0,1,Personal Auto,Personal L2,Offer1,Agent,393.6,Four-Door Car,Medsize,0,No,0.008497198080984838
California,No,Basic,High School or Below,Employed,M,24744,Suburban,Divorced,65,1,0,0,1,Personal Auto,Personal L3,Offer4,Call Center,312.0,Four-Door Car,Medsize,0,No,0.006377711216976692
Washington,Yes,Basic,Bachelor,Unemployed,F,0,Suburban,Single,73,35,52,3,5,Personal Auto,Personal L1,Offer1,Web,350.4,Two-Door Car,Medsize,0,No,0.03385296092804558
Washington,No,Basic,Bachelor,Disabled,F,27538,Urban,Divorced,63,10,6,4,3,Personal Auto,Personal L2,Offer1,Call Center,285.8438930000001,Four-Door Car,Medsize,0,No,0.0441423869017526
Oregon,No,Basic,High School or Below,Employed,F,81280,Urban,Married,68,6,47,0,1,Personal Auto,Personal L3,Offer3,Web,308.349562,Four-Door Car,Medsize,0,No,0.007136766036347537
California,No,Basic,College,Unemployed,M,0,Suburban,Single,67,29,49,1,1,Personal Auto,Personal L3,Offer3,Branch,321.6,Four-Door Car,Medsize,0,No,0.00568056677499984
Nevada,No,Basic,Bachelor,Unemployed,M,0,Suburban,Married,73,14,66,0,1,Personal Auto,Personal L1,Offer2,Agent,350.4,Four-Door Car,Medsize,0,No,0.0073452072069048815
