location_state,response,coverage,education,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,high_value,probability_high_value,Campaign_A
Oregon,No,Basic,College,Employed,F,91871,Urban,Single,102,5,3,0,2,Personal Auto,Personal L2,Offer1,Web,346.845129,SUV,Medsize,1,0.5157813410057784,Yes
Nevada,No,Basic,Bachelor,Employed,M,52797,Rural,Married,104,14,13,1,2,Personal Auto,Personal L3,Offer1,Agent,88.173438,Sports Car,Small,1,0.5152682458343448,Yes
Oregon,No,Premium,College,Employed,M,24571,Suburban,Married,109,21,22,0,2,Personal Auto,Personal L3,Offer1,Agent,523.2,Four-Door Car,Medsize,1,0.5158713026033356,Yes
California,No,Basic,Bachelor,Employed,F,99617,Rural,Married,109,1,62,0,2,Personal Auto,Personal L2,Offer3,Agent,74.934678,SUV,Medsize,1,0.5153715587804496,Yes
California,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,70,14,95,0,1,Personal Auto,Personal L2,Offer1,Agent,504.0,Four-Door Car,Small,0,0.0,No
California,No,Extended,Doctor,Employed,M,23576,Urban,Married,89,8,72,0,2,Personal Auto,Personal L3,Offer2,Web,383.508096,Four-Door Car,Medsize,1,0.5153834438744141,Yes
Washington,No,Basic,College,Unemployed,F,0,Suburban,Single,101,16,59,0,1,Personal Auto,Personal L1,Offer1,Agent,862.49778,SUV,Medsize,0,0.0,No
Nevada,No,Extended,High School or Below,Employed,F,91123,Rural,Divorced,138,32,70,3,8,Corporate Auto,Corporate L1,Offer1,Agent,103.462381,SUV,Medsize,1,0.5148579549374536,Yes
Oregon,No,Basic,College,Unemployed,F,0,Suburban,Married,70,21,70,0,1,Corporate Auto,Corporate L3,Offer1,Agent,405.384524,Four-Door Car,Medsize,0,0.0,No
Oregon,No,Extended,Bachelor,Unemployed,M,0,Suburban,Single,90,21,21,0,2,Personal Auto,Personal L1,Offer1,Agent,432.0,Four-Door Car,Medsize,1,0.5157413737102706,Yes
Arizona,Yes,Basic,Doctor,Employed,M,36631,Rural,Divorced,62,30,77,0,1,Personal Auto,Personal L2,Offer1,Agent,67.530904,Four-Door Car,Large,0,0.0,No
California,No,Basic,Doctor,Employed,F,92509,Rural,Married,71,16,43,0,8,Personal Auto,Personal L2,Offer3,Agent,109.296118,Four-Door Car,Medsize,1,0.5108704431538652,Yes
Oregon,No,Premium,High School or Below,Employed,M,33617,Suburban,Married,117,6,12,0,2,Personal Auto,Personal L3,Offer1,Agent,761.7223339999997,Four-Door Car,Medsize,1,0.5158713026033356,Yes
Washington,No,Extended,High School or Below,Employed,M,58248,Rural,Married,80,17,1,0,1,Corporate Auto,Corporate L2,Offer3,Branch,134.371323,Four-Door Car,Large,0,0.0,No
Oregon,No,Basic,Doctor,Employed,M,29084,Suburban,Divorced,71,14,59,1,3,Corporate Auto,Corporate L2,Offer1,Web,492.088331,Four-Door Car,Small,1,0.5052361964199278,Yes
California,No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,64,18,30,0,1,Personal Auto,Personal L3,Offer1,Branch,460.8,Two-Door Car,Medsize,0,0.0,No
California,No,Extended,High School or Below,Employed,F,28363,Suburban,Divorced,133,0,35,0,3,Personal Auto,Personal L3,Offer1,Agent,638.4,Sports Car,Medsize,1,0.5170719387631956,Yes
California,No,Extended,College,Employed,M,53058,Rural,Married,91,16,44,4,3,Personal Auto,Personal L2,Offer1,Agent,209.465295,Four-Door Car,Medsize,1,0.5151136661257446,Yes
Arizona,No,Basic,College,Unemployed,F,0,Suburban,Single,116,29,22,0,2,Personal Auto,Personal L1,Offer2,Branch,899.6371800000003,SUV,Medsize,1,0.5154618591108276,Yes
Arizona,No,Basic,Bachelor,Employed,F,23737,Suburban,Married,62,10,65,1,1,Personal Auto,Personal L3,Offer2,Agent,437.934279,Four-Door Car,Small,0,0.0,No
California,No,Extended,College,Unemployed,M,0,Suburban,Divorced,92,7,89,0,2,Personal Auto,Personal L3,Offer1,Agent,514.360634,Four-Door Car,Medsize,1,0.515802884555784,Yes
Washington,No,Basic,Master,Employed,F,67163,Rural,Married,61,17,41,2,5,Personal Auto,Personal L1,Offer1,Call Center,33.192803000000005,Two-Door Car,Small,0,0.0,No
Arizona,No,Basic,High School or Below,Medical Leave,M,20978,Suburban,Married,70,35,20,0,2,Personal Auto,Personal L2,Offer4,Branch,336.0,Two-Door Car,Medsize,1,0.5136963299309216,Yes
Oregon,No,Basic,Bachelor,Unemployed,M,0,Rural,Married,67,21,85,0,8,Personal Auto,Personal L3,Offer1,Branch,80.753763,Four-Door Car,Medsize,1,0.0,No
Nevada,No,Extended,High School or Below,Disabled,F,13199,Suburban,Divorced,93,23,22,0,1,Personal Auto,Personal L3,Offer2,Agent,582.462008,Four-Door Car,Medsize,0,0.0,No
Nevada,No,Basic,Bachelor,Unemployed,F,0,Urban,Married,102,20,46,0,3,Personal Auto,Personal L2,Offer1,Web,273.94541200000003,SUV,Large,1,0.5140880731490967,Yes
California,Yes,Basic,College,Medical Leave,M,22520,Suburban,Married,73,17,64,0,3,Personal Auto,Personal L3,Offer1,Branch,350.4,Four-Door Car,Medsize,1,0.5085232185051972,Yes
Washington,Yes,Basic,Bachelor,Retired,M,23665,Suburban,Married,67,19,50,0,2,Corporate Auto,Corporate L3,Offer1,Branch,404.817249,Four-Door Car,Medsize,1,0.5128574644576864,Yes
California,Yes,Basic,Bachelor,Retired,M,17622,Suburban,Divorced,65,1,36,1,3,Personal Auto,Personal L3,Offer1,Agent,312.0,Four-Door Car,Medsize,0,0.0,No
California,No,Extended,High School or Below,Employed,F,24279,Suburban,Married,126,16,97,0,2,Personal Auto,Personal L2,Offer2,Branch,604.8,Sports Car,Medsize,1,0.5164987982689744,Yes
Oregon,Yes,Basic,High School or Below,Unemployed,F,0,Suburban,Single,61,17,1,1,7,Personal Auto,Personal L2,Offer1,Agent,292.8,Four-Door Car,Small,0,0.0,No
California,Yes,Basic,Bachelor,Employed,F,28909,Suburban,Married,66,15,66,0,8,Corporate Auto,Corporate L2,Offer1,Agent,456.702735,Two-Door Car,Medsize,1,0.5046911242408946,Yes
Arizona,No,Basic,High School or Below,Unemployed,F,0,Suburban,Married,110,4,61,0,1,Personal Auto,Personal L2,Offer1,Web,528.0,SUV,Medsize,0,0.0,No
Washington,No,Extended,High School or Below,Employed,F,86073,Rural,Married,136,3,32,0,1,Corporate Auto,Corporate L3,Offer4,Agent,333.5671,Sports Car,Medsize,1,0.5061838118550924,Yes
Arizona,Yes,Basic,Master,Employed,M,88997,Rural,Divorced,72,9,71,0,3,Personal Auto,Personal L3,Offer2,Branch,174.041566,Four-Door Car,Small,1,0.5125716022028872,Yes
California,No,Basic,College,Medical Leave,F,18834,Suburban,Married,69,20,89,0,1,Personal Auto,Personal L3,Offer2,Agent,453.895633,Two-Door Car,Medsize,0,0.0,No
Arizona,No,Basic,Bachelor,Employed,F,63621,Suburban,Married,70,8,48,0,5,Personal Auto,Personal L3,Offer4,Call Center,444.620265,Four-Door Car,Medsize,1,0.5099067983472066,Yes
Arizona,No,Extended,High School or Below,Employed,M,85412,Rural,Divorced,88,33,92,0,3,Personal Auto,Personal L1,Offer1,Call Center,134.68455500000002,Four-Door Car,Medsize,1,0.5159935064496423,Yes
Arizona,No,Basic,College,Employed,M,55390,Urban,Married,71,34,29,0,2,Corporate Auto,Corporate L3,Offer3,Branch,256.268091,Two-Door Car,Medsize,1,0.5148506557929714,Yes
Nevada,No,Basic,Bachelor,Unemployed,F,0,Suburban,Married,105,33,7,0,3,Personal Auto,Personal L3,Offer1,Web,504.0,SUV,Medsize,1,0.5146629097972001,Yes
Oregon,No,Basic,College,Employed,F,98350,Urban,Married,101,14,35,3,3,Corporate Auto,Corporate L3,Offer1,Agent,289.181979,SUV,Medsize,1,0.5144558176985341,Yes
California,No,Premium,College,Employed,M,78617,Rural,Married,101,3,95,0,3,Corporate Auto,Corporate L1,Offer4,Web,233.169575,Four-Door Car,Medsize,1,0.5155184942692028,Yes
Oregon,No,Basic,Bachelor,Employed,F,58733,Suburban,Married,74,26,42,0,9,Corporate Auto,Corporate L2,Offer2,Call Center,355.2,Four-Door Car,Small,1,0.5073857885934588,Yes
California,No,Premium,High School or Below,Unemployed,M,0,Suburban,Single,110,27,48,1,2,Corporate Auto,Corporate L1,Offer1,Agent,1066.913401,Four-Door Car,Large,1,0.5154587356826559,Yes
California,No,Premium,Bachelor,Employed,M,65605,Urban,Married,111,2,72,2,7,Corporate Auto,Corporate L2,Offer3,Branch,377.781658,Two-Door Car,Medsize,1,0.5152238287154493,Yes
Oregon,No,Basic,High School or Below,Employed,F,53333,Rural,Married,66,4,34,0,1,Personal Auto,Personal L1,Offer2,Branch,22.945038,Two-Door Car,Medsize,0,0.0,No
Nevada,No,Basic,College,Employed,F,57587,Urban,Divorced,68,4,83,0,7,Personal Auto,Personal L2,Offer3,Agent,257.090387,Four-Door Car,Medsize,1,0.5077015584487968,Yes
Oregon,No,Basic,College,Unemployed,M,0,Suburban,Married,112,11,9,0,2,Special Auto,Special L1,Offer1,Web,682.422936,SUV,Medsize,1,0.5156348076607816,Yes
Oregon,No,Basic,High School or Below,Unemployed,M,0,Suburban,Married,104,27,13,1,1,Personal Auto,Personal L2,Offer2,Agent,499.2,SUV,Large,0,0.0,No
California,Yes,Basic,Bachelor,Unemployed,M,0,Suburban,Married,65,9,31,0,2,Corporate Auto,Corporate L3,Offer2,Agent,312.0,Two-Door Car,Medsize,1,0.5121833150257126,Yes
California,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,65,6,89,0,3,Personal Auto,Personal L3,Offer1,Web,468.0,Four-Door Car,Medsize,0,0.0,No
Washington,Yes,Extended,Doctor,Unemployed,F,0,Suburban,Married,84,18,25,1,4,Personal Auto,Personal L3,Offer1,Agent,481.025786,Four-Door Car,Medsize,1,0.514713509212916,Yes
California,No,Extended,Bachelor,Employed,F,33681,Suburban,Single,138,13,21,1,1,Personal Auto,Personal L2,Offer1,Agent,873.1273449999999,SUV,Large,1,0.498767309494076,Yes
California,No,Extended,Bachelor,Retired,M,22103,Suburban,Divorced,89,4,74,1,3,Personal Auto,Personal L3,Offer2,Call Center,427.2,Four-Door Car,Medsize,1,0.5146943471768336,Yes
Oregon,No,Extended,Bachelor,Employed,F,83252,Suburban,Married,80,4,98,0,1,Personal Auto,Personal L1,Offer2,Call Center,384.0,Four-Door Car,Medsize,0,0.0,No
Arizona,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,66,7,66,0,9,Personal Auto,Personal L3,Offer2,Call Center,475.2,Four-Door Car,Medsize,0,0.0,No
Washington,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,117,15,68,0,2,Personal Auto,Personal L2,Offer2,Branch,930.594707,SUV,Medsize,1,0.5154618591108276,Yes
Washington,No,Extended,Bachelor,Unemployed,F,0,Suburban,Single,87,6,3,0,1,Personal Auto,Personal L2,Offer2,Branch,760.428495,Four-Door Car,Medsize,0,0.0,No
Arizona,No,Basic,High School or Below,Employed,F,35654,Suburban,Married,72,17,19,0,1,Personal Auto,Personal L1,Offer2,Branch,515.122954,Two-Door Car,Small,0,0.0,No
California,No,Basic,Bachelor,Employed,F,45586,Urban,Divorced,72,17,20,0,4,Personal Auto,Personal L2,Offer1,Branch,203.42306,Four-Door Car,Medsize,1,0.5068380944219124,Yes
California,No,Basic,Bachelor,Medical Leave,F,25261,Suburban,Married,118,31,9,0,1,Personal Auto,Personal L3,Offer4,Branch,566.4,SUV,Medsize,0,0.0,No
California,No,Extended,High School or Below,Disabled,F,12503,Rural,Single,92,4,31,0,2,Personal Auto,Personal L3,Offer1,Branch,120.69808,Four-Door Car,Medsize,1,0.5159914518856547,Yes
California,No,Basic,College,Unemployed,M,0,Suburban,Single,69,21,54,5,3,Personal Auto,Personal L2,Offer4,Call Center,496.8,Two-Door Car,Medsize,0,0.0,No
Arizona,No,Extended,College,Employed,F,67881,Suburban,Married,79,6,70,0,4,Personal Auto,Personal L2,Offer3,Branch,391.039166,Two-Door Car,Medsize,1,0.5148582573537629,Yes
Washington,No,Basic,High School or Below,Employed,M,67176,Suburban,Single,72,20,90,0,9,Personal Auto,Personal L3,Offer2,Branch,345.6,Four-Door Car,Large,1,0.5043821408770941,Yes
Oregon,No,Extended,Bachelor,Medical Leave,F,25407,Urban,Divorced,98,2,88,0,1,Personal Auto,Personal L1,Offer1,Branch,284.239719,Four-Door Car,Medsize,0,0.0,No
California,No,Basic,Master,Employed,M,34665,Suburban,Married,64,29,58,0,2,Personal Auto,Personal L3,Offer2,Branch,450.85948,Two-Door Car,Small,1,0.5139900349377344,Yes
Oregon,No,Basic,High School or Below,Employed,F,28360,Suburban,Married,73,8,65,0,2,Personal Auto,Personal L3,Offer1,Branch,863.9099890000001,Four-Door Car,Medsize,1,0.5154919840442561,Yes
California,No,Basic,High School or Below,Employed,M,41438,Urban,Single,72,8,39,0,9,Personal Auto,Personal L1,Offer1,Branch,323.836677,Two-Door Car,Medsize,1,0.5012903451564589,Yes
Nevada,No,Extended,Bachelor,Unemployed,M,0,Suburban,Married,137,25,45,0,1,Personal Auto,Personal L2,Offer2,Branch,657.6,SUV,Small,0,0.0,No
Oregon,No,Premium,High School or Below,Unemployed,F,0,Suburban,Single,101,21,35,0,2,Personal Auto,Personal L3,Offer1,Branch,484.8,Four-Door Car,Medsize,1,0.5157401027948504,Yes
Arizona,No,Extended,Master,Employed,M,29606,Suburban,Married,81,33,32,0,1,Personal Auto,Personal L3,Offer3,Agent,438.276898,Four-Door Car,Medsize,0,0.0,No
Oregon,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,117,11,63,0,5,Special Auto,Special L2,Offer2,Branch,842.4,SUV,Medsize,1,0.5106553026703841,Yes
California,No,Extended,Bachelor,Unemployed,M,0,Suburban,Single,84,33,20,0,2,Personal Auto,Personal L3,Offer3,Branch,604.8,Four-Door Car,Medsize,1,0.5154186022791588,Yes
Nevada,No,Extended,College,Employed,F,30944,Urban,Divorced,92,15,46,0,1,Personal Auto,Personal L3,Offer1,Web,348.216284,Four-Door Car,Small,0,0.0,No
Oregon,No,Extended,College,Disabled,M,21853,Suburban,Married,86,10,2,0,5,Personal Auto,Personal L2,Offer3,Agent,412.8,Four-Door Car,Medsize,1,0.512619304706488,Yes
California,No,Basic,High School or Below,Employed,F,39161,Suburban,Married,71,8,84,3,1,Personal Auto,Personal L3,Offer1,Branch,340.8,Four-Door Car,Medsize,0,0.0,No
Washington,No,Basic,Bachelor,Employed,M,40783,Suburban,Married,67,13,43,1,9,Personal Auto,Personal L1,Offer1,Call Center,321.6,Four-Door Car,Medsize,1,0.4745889156832253,Yes
Washington,No,Basic,High School or Below,Employed,M,28082,Suburban,Married,64,9,63,0,1,Personal Auto,Personal L2,Offer2,Branch,578.499499,Four-Door Car,Medsize,0,0.0,No
Arizona,No,Premium,College,Unemployed,F,0,Suburban,Single,105,28,69,0,1,Personal Auto,Personal L2,Offer1,Branch,756.0,Four-Door Car,Large,0,0.0,No
Oregon,No,Extended,High School or Below,Employed,F,39679,Suburban,Married,92,2,85,0,1,Personal Auto,Personal L3,Offer2,Branch,641.3886160000002,Two-Door Car,Medsize,0,0.0,No
California,Yes,Extended,College,Retired,F,12902,Suburban,Divorced,139,3,51,0,1,Personal Auto,Personal L3,Offer1,Agent,667.2,Sports Car,Medsize,0,0.0,No
Oregon,No,Basic,High School or Below,Employed,F,58493,Suburban,Married,67,13,53,0,4,Personal Auto,Personal L1,Offer3,Agent,321.6,Four-Door Car,Large,1,0.5070411384458642,Yes
Arizona,No,Premium,Bachelor,Employed,M,85654,Urban,Married,116,5,55,0,4,Personal Auto,Personal L3,Offer2,Call Center,346.26529500000015,Two-Door Car,Large,1,0.5147071339807908,Yes
Oregon,No,Basic,College,Unemployed,F,0,Suburban,Single,69,18,71,2,2,Corporate Auto,Corporate L2,Offer2,Branch,331.2,Four-Door Car,Medsize,1,0.5071824574621386,Yes
Oregon,No,Extended,College,Employed,M,54420,Suburban,Single,80,27,0,0,1,Personal Auto,Personal L1,Offer2,Call Center,576.0,Four-Door Car,Medsize,0,0.0,No
Oregon,No,Basic,College,Employed,M,63143,Suburban,Married,71,31,85,0,3,Corporate Auto,Corporate L3,Offer1,Call Center,340.8,Four-Door Car,Medsize,1,0.5139548490342528,Yes
Nevada,No,Extended,High School or Below,Employed,M,51504,Suburban,Single,220,30,99,0,2,Personal Auto,Personal L3,Offer1,Agent,2552.343856,Luxury SUV,Medsize,1,0.5175219039890112,Yes
California,No,Basic,College,Employed,F,64127,Rural,Single,71,31,19,0,2,Personal Auto,Personal L2,Offer4,Branch,72.86230400000002,Four-Door Car,Medsize,1,0.5147552501594497,Yes
Arizona,No,Extended,Master,Employed,F,40135,Rural,Married,80,29,70,0,1,Personal Auto,Personal L2,Offer1,Agent,78.008093,Four-Door Car,Medsize,0,0.0,No
Oregon,No,Basic,Bachelor,Employed,M,44719,Suburban,Single,66,6,55,0,2,Personal Auto,Personal L2,Offer2,Branch,316.8,Four-Door Car,Medsize,1,0.5138853168329542,Yes
California,No,Basic,High School or Below,Employed,F,88692,Urban,Married,64,29,26,0,5,Personal Auto,Personal L2,Offer1,Agent,253.19364700000003,Four-Door Car,Medsize,1,0.4964895168146977,Yes
California,No,Basic,College,Employed,F,38898,Suburban,Divorced,117,26,68,0,3,Corporate Auto,Corporate L2,Offer1,Agent,561.6,SUV,Small,1,0.5151422515211074,Yes
Washington,No,Basic,College,Unemployed,F,0,Suburban,Married,70,26,44,1,1,Special Auto,Special L1,Offer2,Branch,336.0,Two-Door Car,Medsize,0,0.0,No
California,No,Premium,College,Employed,F,68273,Rural,Divorced,146,23,93,0,2,Personal Auto,Personal L1,Offer2,Call Center,76.475359,Sports Car,Medsize,1,0.5174720559876164,Yes
Washington,No,Basic,Master,Employed,F,48689,Suburban,Married,191,15,18,0,1,Personal Auto,Personal L3,Offer1,Call Center,985.193759,Luxury Car,Medsize,1,0.5121872256842248,Yes
Washington,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,66,22,1,1,3,Corporate Auto,Corporate L3,Offer1,Agent,475.2,Four-Door Car,Medsize,0,0.0,No
Nevada,No,Extended,Bachelor,Unemployed,F,0,Suburban,Divorced,94,33,95,0,1,Corporate Auto,Corporate L2,Offer1,Web,590.626396,Four-Door Car,Small,0,0.0,No
Arizona,No,Basic,High School or Below,Unemployed,F,0,Suburban,Married,72,2,83,0,3,Personal Auto,Personal L3,Offer1,Call Center,427.265172,Four-Door Car,Medsize,1,0.486502570842568,Yes
California,No,Premium,College,Disabled,F,23827,Rural,Married,106,18,77,2,3,Personal Auto,Personal L3,Offer1,Agent,37.910623,Four-Door Car,Medsize,1,0.5141755955760382,Yes
Arizona,No,Extended,Bachelor,Unemployed,M,0,Suburban,Married,83,23,11,0,1,Personal Auto,Personal L3,Offer2,Web,398.4,Two-Door Car,Large,0,0.0,No
Oregon,No,Basic,Master,Employed,M,30092,Rural,Married,108,33,90,0,9,Personal Auto,Personal L1,Offer2,Call Center,192.265438,SUV,Large,1,0.5103736769260756,Yes
Oregon,No,Premium,Bachelor,Employed,F,24550,Suburban,Married,111,12,6,0,9,Personal Auto,Personal L1,Offer2,Agent,536.00374,Four-Door Car,Small,1,0.5114471871165912,Yes
California,Yes,Extended,Master,Unemployed,M,0,Suburban,Single,125,6,61,0,2,Personal Auto,Personal L2,Offer1,Agent,900.0,SUV,Small,1,0.5159485466994592,Yes
Arizona,No,Basic,Bachelor,Employed,F,66081,Rural,Single,64,31,92,1,1,Personal Auto,Personal L3,Offer1,Branch,42.029731,Four-Door Car,Small,0,0.0,No
Oregon,No,Extended,College,Disabled,M,27972,Urban,Married,90,13,7,0,8,Corporate Auto,Corporate L3,Offer3,Call Center,240.318607,Two-Door Car,Medsize,1,0.5139502079720102,Yes
California,No,Basic,Bachelor,Unemployed,F,0,Urban,Divorced,68,13,11,0,1,Corporate Auto,Corporate L3,Offer1,Call Center,296.692076,Four-Door Car,Medsize,0,0.0,No
Arizona,No,Premium,Master,Employed,F,38884,Urban,Married,102,4,87,0,1,Personal Auto,Personal L3,Offer4,Branch,423.819864,Two-Door Car,Medsize,0,0.0,No
Oregon,No,Basic,Master,Employed,F,43731,Urban,Married,64,35,12,2,1,Special Auto,Special L3,Offer3,Web,162.461078,Four-Door Car,Medsize,0,0.0,No
Arizona,No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,101,19,11,1,8,Corporate Auto,Corporate L2,Offer1,Agent,727.2,SUV,Large,1,0.5081206456249822,Yes
Nevada,No,Extended,High School or Below,Employed,M,88701,Rural,Married,99,7,4,0,1,Personal Auto,Personal L3,Offer2,Call Center,171.830049,Two-Door Car,Medsize,0,0.0,No
Oregon,No,Extended,College,Employed,F,70277,Rural,Married,80,23,4,0,1,Personal Auto,Personal L3,Offer2,Web,84.81880600000002,Four-Door Car,Small,0,0.0,No
California,No,Basic,Bachelor,Employed,F,41059,Rural,Married,64,6,12,0,1,Corporate Auto,Corporate L3,Offer2,Branch,151.670029,Four-Door Car,Medsize,0,0.0,No
Arizona,No,Extended,Bachelor,Disabled,M,22076,Suburban,Single,85,30,53,0,1,Personal Auto,Personal L2,Offer1,Web,422.765363,Four-Door Car,Medsize,0,0.0,No
Arizona,No,Basic,Doctor,Employed,M,46168,Suburban,Married,65,1,7,0,1,Personal Auto,Personal L2,Offer2,Agent,312.0,Four-Door Car,Medsize,0,0.0,No
Washington,No,Basic,High School or Below,Employed,F,27179,Suburban,Married,74,32,69,0,1,Personal Auto,Personal L3,Offer2,Branch,355.2,Four-Door Car,Medsize,0,0.0,No
Oregon,No,Extended,Bachelor,Unemployed,M,0,Suburban,Single,130,3,46,0,3,Personal Auto,Personal L3,Offer2,Agent,624.0,Sports Car,Medsize,1,0.5145957908769161,Yes
Arizona,Yes,Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,112,12,93,0,3,Personal Auto,Personal L2,Offer1,Web,537.6,Sports Car,Medsize,1,0.5100505048762088,Yes
Oregon,No,Extended,College,Employed,F,51001,Urban,Married,99,13,49,1,3,Personal Auto,Personal L1,Offer1,Agent,291.890464,Four-Door Car,Medsize,1,0.5154669480974521,Yes
Arizona,Yes,Basic,High School or Below,Medical Leave,F,25965,Suburban,Divorced,65,23,27,0,1,Personal Auto,Personal L2,Offer1,Agent,329.206567,Four-Door Car,Medsize,0,0.0,No
Arizona,No,Basic,High School or Below,Employed,F,73180,Rural,Single,64,27,43,0,3,Personal Auto,Personal L3,Offer3,Call Center,132.543257,Four-Door Car,Medsize,1,0.4388124722933412,Yes
California,No,Extended,High School or Below,Medical Leave,F,20068,Urban,Married,86,8,28,0,3,Corporate Auto,Corporate L2,Offer1,Web,411.011162,Four-Door Car,Medsize,1,0.5159894302351812,Yes
Oregon,No,Basic,College,Employed,F,36067,Suburban,Married,117,30,78,0,3,Personal Auto,Personal L3,Offer2,Branch,561.6,Sports Car,Large,1,0.5132745290874188,Yes
Oregon,No,Extended,Doctor,Employed,F,31409,Urban,Married,93,10,50,0,2,Personal Auto,Personal L3,Offer1,Branch,381.960657,Four-Door Car,Medsize,1,0.5158704201936679,Yes
Oregon,No,Basic,College,Employed,M,77577,Rural,Married,199,14,37,1,1,Personal Auto,Personal L3,Offer3,Agent,35.768916,Luxury SUV,Small,1,0.5099364889469882,Yes
Oregon,No,Basic,Bachelor,Unemployed,M,0,Suburban,Married,64,2,80,0,1,Personal Auto,Personal L2,Offer4,Branch,307.2,Four-Door Car,Medsize,0,0.0,No
California,No,Basic,College,Employed,M,62989,Urban,Divorced,71,3,18,1,2,Personal Auto,Personal L2,Offer1,Web,319.131547,Four-Door Car,Medsize,1,0.5153778418365702,Yes
Nevada,No,Extended,Bachelor,Unemployed,F,0,Suburban,Married,139,2,33,1,2,Personal Auto,Personal L3,Offer3,Call Center,667.2,SUV,Medsize,1,0.5166281433701828,Yes
Oregon,No,Basic,College,Employed,F,71888,Suburban,Married,115,14,33,0,4,Personal Auto,Personal L3,Offer1,Agent,552.0,SUV,Small,1,0.5150344679944168,Yes
California,No,Basic,College,Employed,M,63391,Rural,Married,64,28,48,4,3,Corporate Auto,Corporate L3,Offer3,Agent,119.587974,Four-Door Car,Medsize,0,0.0,Yes
Washington,No,Extended,Bachelor,Employed,M,67001,Urban,Single,131,7,36,0,1,Personal Auto,Personal L3,Offer3,Web,463.425687,SUV,Medsize,1,0.5063068861079421,Yes
Arizona,No,Basic,College,Employed,F,48990,Suburban,Married,74,3,20,0,2,Personal Auto,Personal L3,Offer2,Web,355.2,Four-Door Car,Medsize,1,0.5147897614792613,Yes
California,No,Extended,College,Medical Leave,F,23554,Suburban,Divorced,86,7,17,0,1,Corporate Auto,Corporate L3,Offer4,Web,412.8,Four-Door Car,Small,0,0.0,No
California,Yes,Basic,Master,Employed,M,79751,Suburban,Married,63,15,67,0,1,Personal Auto,Personal L3,Offer3,Web,392.235698,Two-Door Car,Small,0,0.0,No
California,No,Extended,Master,Employed,F,63398,Urban,Married,83,29,46,0,1,Personal Auto,Personal L2,Offer2,Web,292.206784,Four-Door Car,Medsize,0,0.0,No
Arizona,No,Basic,College,Employed,F,23666,Suburban,Married,104,7,76,0,9,Personal Auto,Personal L3,Offer1,Agent,499.2,SUV,Medsize,1,0.511639596861964,Yes
California,Yes,Extended,High School or Below,Unemployed,M,0,Suburban,Single,79,21,53,1,7,Corporate Auto,Corporate L3,Offer1,Agent,407.440238,Two-Door Car,Medsize,1,0.4975279557168493,Yes
California,Yes,Basic,Bachelor,Employed,M,44428,Suburban,Single,104,17,61,0,2,Personal Auto,Personal L3,Offer1,Call Center,499.2,SUV,Medsize,1,0.515784095310193,Yes
Washington,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,70,15,44,0,2,Personal Auto,Personal L3,Offer2,Agent,504.0,Four-Door Car,Medsize,1,0.5069129428005592,Yes
Arizona,No,Basic,Bachelor,Employed,F,55067,Urban,Single,110,3,21,1,2,Personal Auto,Personal L3,Offer1,Agent,353.098604,SUV,Medsize,1,0.5157813410057784,Yes
Arizona,Yes,Basic,College,Employed,F,55350,Suburban,Married,67,0,13,0,9,Personal Auto,Personal L2,Offer1,Agent,321.6,Four-Door Car,Medsize,1,0.5064576710040715,Yes
California,No,Extended,High School or Below,Employed,F,79270,Suburban,Married,95,28,61,3,2,Personal Auto,Personal L1,Offer2,Branch,456.0,Four-Door Car,Medsize,1,0.5139953573213434,Yes
California,No,Extended,Bachelor,Employed,F,31168,Urban,Married,78,14,42,0,1,Corporate Auto,Corporate L1,Offer1,Agent,289.386343,Four-Door Car,Medsize,0,0.0,No
Oregon,No,Basic,College,Disabled,M,18024,Suburban,Single,65,13,1,0,3,Personal Auto,Personal L3,Offer1,Agent,312.0,Two-Door Car,Medsize,0,0.0,No
Oregon,No,Premium,High School or Below,Unemployed,F,0,Suburban,Married,112,4,49,0,1,Personal Auto,Personal L2,Offer3,Agent,537.6,Four-Door Car,Medsize,0,0.0,No
Arizona,No,Basic,Bachelor,Employed,F,33747,Urban,Married,199,29,95,0,2,Corporate Auto,Corporate L2,Offer3,Branch,832.701335,Luxury Car,Medsize,1,0.5173841493459608,Yes
Oregon,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,64,23,66,0,1,Personal Auto,Personal L2,Offer4,Agent,460.8,Two-Door Car,Medsize,0,0.0,No
California,Yes,Premium,Bachelor,Disabled,F,11885,Suburban,Divorced,101,18,39,0,2,Personal Auto,Personal L3,Offer1,Agent,484.8,Four-Door Car,Medsize,1,0.5160400728179823,Yes
