loan_amnt,int_rate,annual_inc,dti,fico_range_low,total_acc,acc_open_past_24mths,probability_fully_paid
15000,8.19,66000,28.7,675,42,2,0.871313348291803
15000,15.59,110000,23.26,685,53,11,0.798513676447384
28000,6.99,130000,8.61,705,52,18,0.892588783079379
12500,6.49,30000,20.64,695,12,1,0.871150043253196
8000,8.19,85000,10.81,665,20,2,0.890994495480013
30000,17.14,110000,13.12,665,32,11,0.770190705615495
12625,9.49,134000,14.3,665,25,5,0.891013618530776
8000,14.99,146500,7.9,675,17,7,0.851688395972691
2500,15.59,85000,14.73,690,20,6,0.880972510393766
10000,14.99,82000,16.05,685,17,3,0.860319832395747
10000,6.03,64000,9.43,795,16,0,0.895826564431621
16000,6.49,50000,2.78,765,19,2,0.895685122802029
10000,8.67,84000,18.83,680,19,5,0.890716273900805
10000,14.31,35000,11.69,705,63,7,0.860257468948009
3000,15.99,20000,39.74,690,66,3,0.808623855188416
5200,6.99,82000,4.95,725,33,6,0.895826564431621
20000,12.39,45000,29.31,700,17,6,0.883762809978137
4800,8.67,70000,28.1,715,27,2,0.890024422329711
5000,11.44,50000,10.51,670,27,4,0.892477578208803
15000,6.49,75000,21.34,725,37,7,0.896911491244377
24000,7.49,125000,2.61,725,19,2,0.896911491244377
25000,7.49,133000,4.15,730,29,5,0.896911491244377
7475,15.59,15000,37.76,735,22,3,0.811121404523325
32750,15.59,120000,11.87,710,27,4,0.875988180089647
35000,10.49,78000,16.22,735,26,0,0.896911491244377
7875,16.49,24100,19.82,660,13,3,0.824375914459433
5000,12.99,52000,28.66,665,15,3,0.863256709595351
5000,13.66,38000,20.53,680,10,3,0.870671347761743
10500,15.99,66432,28.9,665,29,7,0.799893284662538
20000,12.99,50000,11.93,700,25,5,0.86579419867441
12000,13.66,103000,13.63,660,26,1,0.855960359397816
10075,6.99,70000,4.37,670,23,6,0.89113337555873
4775,17.86,75000,15.62,680,32,7,0.882747150747431
2000,7.49,30000,9.44,805,18,2,0.894588806279814
33575,12.39,70000,11.28,715,34,5,0.883067033148157
6400,6.99,65000,15.47,665,18,6,0.890994495480013
16150,12.99,120000,9.18,670,14,1,0.854943924377048
14250,8.67,50000,15,715,21,2,0.895685122802029
12000,7.49,70000,30.58,730,42,4,0.890024422329711
5000,15.99,70000,22.14,660,69,20,0.82971293741346
4000,6.99,59000,21.93,705,36,4,0.891929431185302
5000,7.49,38000,17.44,770,15,2,0.894588806279814
18000,9.49,70000,18.69,660,23,3,0.89097694953466
3250,15.59,14904,32.69,700,14,2,0.876314644416044
30000,8.19,73000,10.78,750,14,2,0.896911491244377
24000,9.49,65000,18.69,745,13,1,0.896911491244377
6000,15.59,75000,21.25,660,27,9,0.816826360407104
28000,14.31,115000,10.66,670,30,9,0.879141497160065
2000,13.66,27976,12.57,705,14,0,0.880764538341855
10000,6.99,40000,9.03,725,18,4,0.894588806279814
11400,16.49,38000,26.15,695,17,5,0.858744480379216
30000,12.39,200000,14.74,695,56,9,0.885669060780648
4800,17.86,32000,19.97,675,12,7,0.885364404563908
6000,12.39,33864,24.88,700,24,3,0.884924372097185
23925,17.86,63000,18.02,670,16,1,0.866583811632568
10000,10.49,68000,21.96,730,25,8,0.895826564431621
2500,6.99,48500,2.77,745,26,2,0.894588806279814
8800,12.99,41000,24.15,660,20,9,0.849780258778586
8950,14.99,25000,11.19,700,9,3,0.853713617511463
25200,6.49,89500,18.22,745,23,1,0.896911491244377
5000,10.49,54000,17.04,725,14,5,0.894588806279814
2450,12.99,55100,22.32,685,36,16,0.868625127720811
20000,12.99,75000,18.91,675,27,6,0.8566363500889
7000,15.99,52000,23.56,705,29,4,0.872957115625989
9000,12.39,48000,21.6,680,21,1,0.862347528735416
16000,7.49,40000,12.24,705,16,4,0.893447014005196
24000,11.44,70000,32.94,685,22,10,0.876732466792322
21000,7.49,98831,31.86,700,43,9,0.875618686637047
16575,11.44,90000,22.95,660,22,8,0.860232213316502
9000,15.59,91000,13.75,675,19,3,0.860456100814442
4000,12.99,48240,13.51,675,21,4,0.867941321885015
6400,13.66,52000,39.44,740,21,4,0.88724923567432
20000,9.49,86000,14.96,680,21,5,0.892346480154606
14000,6.49,80000,16.13,845,33,1,0.896911491244377
19000,8.67,78000,32.02,755,10,2,0.890024422329711
12000,6.99,63000,18.99,750,22,6,0.896911491244377
10800,12.99,45000,7.01,660,21,0,0.869162307046739
10000,13.66,110000,15.57,660,13,4,0.865446448903267
20000,9.49,100000,12,670,23,4,0.888971525863724
20000,8.19,68000,17.17,685,27,9,0.892346480154606
9600,6.49,99000,15.47,715,24,2,0.895826564431621
24000,6.03,150000,25.85,690,48,5,0.875618686637047
9000,11.99,58580,13.77,695,30,4,0.856079461972484
14000,6.49,69000,10.97,750,13,1,0.896911491244377
8800,14.99,68800,16.55,670,39,9,0.861250206110269
32625,17.14,90744,14.69,670,19,2,0.872738631723341
8000,11.99,88000,9.75,670,26,9,0.865013010986102
3000,6.99,114000,18.03,700,20,5,0.891035897262152
6000,7.49,102000,18.13,690,31,2,0.885637522619081
8600,6.99,75000,12.03,680,29,3,0.889482433851832
15000,14.99,48682,20.78,695,17,7,0.856826942705317
9650,14.99,32264,11.42,665,17,7,0.825815073774428
15000,6.49,36000,31,755,30,3,0.889672039840938
4000,10.49,58000,19.24,685,15,2,0.891035897262152
1500,14.31,70000,29.35,675,18,8,0.893318075918198
10000,9.49,87475,8.03,695,30,3,0.883731313194196
4800,6.99,150000,6.9,800,37,11,0.895826564431621
15000,6.03,75000,18.61,710,23,4,0.893918146366147
7000,13.66,50000,7.13,715,12,1,0.885432697334687
25000,7.49,110000,22.17,740,35,8,0.890024422329711
10000,14.31,39000,13.72,715,39,10,0.865445435738932
4000,11.99,34000,14.05,665,11,0,0.868763730595263
22400,6.03,225000,7.74,735,43,3,0.896911491244377
12625,24.5,44000,15.58,660,26,12,0.830896449359704
8500,13.66,30000,14.4,735,16,0,0.810176870818672
27975,14.31,56000,27.33,665,30,2,0.874143186464806
10800,16.49,52000,34.36,670,35,11,0.81706181871252
24000,6.99,70000,21.61,690,38,7,0.892588783079379
20000,6.49,76100,19.01,695,31,5,0.892588783079379
16000,8.19,124000,12.17,675,55,5,0.892588783079379
8000,13.66,68000,28.34,690,20,7,0.86029202110984
12000,10.49,135000,11.34,715,28,3,0.896911491244377
11200,11.44,100000,10.42,670,15,4,0.889416019120235
7000,9.49,29004,16.88,710,15,1,0.862552589488993
3600,7.49,45000,12.56,680,39,4,0.892762008890406
24000,6.49,350000,5.96,730,34,7,0.896911491244377
9450,12.39,25000,30.96,670,33,6,0.855319247490938
14400,12.99,60000,18.02,665,31,11,0.852446332201249
15000,6.99,72000,30.22,710,27,5,0.876732466792322
18000,7.49,140000,10.4,695,21,1,0.892346480154606
6000,6.49,73000,6.61,695,23,2,0.891035897262152
2500,12.99,63000,5.49,670,26,3,0.890426188752049
35000,14.99,104278,18.6,705,27,2,0.869968448501972
14900,19.24,72000,23.93,700,30,11,0.812169214820695
15000,6.03,57500,17.03,710,28,0,0.892346480154606
4800,16.49,34000,24.07,705,27,4,0.867800145529982
19200,10.49,65000,24.59,755,32,4,0.890024422329711
16000,9.49,82000,10.65,710,24,11,0.892346480154606
5000,12.99,70000,8.02,695,26,8,0.886349267400669
1200,15.99,20000,14.23,710,7,5,0.847700968999705
4000,11.99,72800,39.63,720,30,9,0.884448203655839
2200,14.99,11500,22.13,670,8,2,0.839419070145438
2000,12.99,174000,13.81,710,23,3,0.896310658111505
5000,12.99,48000,16.93,680,23,6,0.863896973707178
10425,21.99,57000,28.34,695,40,4,0.873357081029504
17000,14.31,71000,17.94,675,27,6,0.860219245930029
35000,8.19,250000,8.27,720,19,1,0.896911491244377
10000,8.19,35000,18.76,695,21,2,0.877351890581245
6000,11.99,43000,11.89,665,9,3,0.831504069034986
5000,11.99,25000,23.67,700,8,0,0.832522896239973
1750,11.99,250000,5.8,685,14,4,0.895216028988967
18000,7.49,140000,6.69,670,14,1,0.889648269309388
6000,10.49,52000,7.84,700,16,3,0.891035897262152
24000,6.03,145000,11.2,690,38,4,0.893959362308852
10000,14.31,24000,26.01,665,7,2,0.853978116650236
21000,14.99,93000,20.67,680,27,8,0.865786754058871
2500,15.99,47000,25.18,695,23,4,0.865317045364042
7000,6.99,46115.5,15.27,665,8,1,0.890864165326068
18000,14.99,51000,25.76,670,14,7,0.861214072029616
13000,6.49,85000,31.53,690,15,1,0.877422491045299
11000,14.99,58200,21.67,665,42,8,0.842137103136356
14000,8.19,49000,13.01,720,22,3,0.896578611969728
6000,12.39,58500,12.62,695,9,1,0.871012543923316
4000,12.39,55000,19.86,690,24,1,0.849965790258502
10375,15.59,48000,29.7,670,31,8,0.790635563469996
25000,6.99,85000,30.22,690,34,2,0.877005069274652
20000,10.49,90000,14.97,675,25,3,0.892346480154606
20000,12.39,72500,13.71,695,29,7,0.873949170629179
11500,6.99,49500,2.3,800,10,1,0.897295214972881
7500,6.99,50000,7.44,745,13,2,0.894588806279814
5000,7.49,95000,12.46,735,32,6,0.895826564431621
4800,12.39,37000,25.07,695,26,6,0.884005125371323
3000,14.31,85000,12.86,700,16,1,0.863571327483561
15000,6.03,142000,7.58,670,48,4,0.890684315770308
24000,8.19,140000,10.93,720,27,0,0.896911491244377
10000,10.49,45000,13.01,740,17,1,0.896213859252497
35000,10.49,202000,14.83,675,27,2,0.892346480154606
20000,6.99,60000,15.21,730,14,4,0.896911491244377
4375,17.86,13000,38.13,680,10,4,0.889747476952687
6600,11.99,60000,22.8,675,20,8,0.863212552279369
20000,11.99,68000,28.12,700,28,3,0.885278732086146
9600,12.39,90000,22.83,750,37,11,0.888429783236231
3000,11.44,78000,35.88,675,19,3,0.877625357202405
7200,14.31,35000,7.7,660,8,5,0.869174032235338
20000,7.49,76000,16.99,750,17,4,0.896911491244377
10000,8.67,43000,8.11,660,26,4,0.892269187334939
9000,8.67,217000,29.62,695,41,8,0.870509058250699
6000,6.03,33800,7.15,760,24,3,0.895490590069261
7200,14.99,34520,39.95,665,35,7,0.862280160818247
14000,6.99,46000,13.41,660,15,3,0.890720793118927
14700,12.99,35000,8.49,665,20,3,0.868242483749718
10000,6.49,55000,14.25,700,28,3,0.888330943531457
19100,9.49,58000,21.93,710,22,2,0.891363876860425
27450,14.99,55000,19.84,700,21,1,0.853602602230395
11500,6.03,175000,9.48,780,36,3,0.896911491244377
32000,7.49,116901,25.73,730,45,5,0.890024422329711
20400,6.49,80000,21.51,685,23,7,0.892346480154606
9500,6.49,95000,11.4,680,29,2,0.889482433851832
7600,11.99,50000,9.55,675,32,9,0.869999858748395
3000,15.59,70000,16.17,670,39,4,0.882194092691464
9000,19.99,37000,29.55,725,18,3,0.830628242555515
17000,10.49,75000,18.27,670,27,4,0.892340221106985
28000,6.99,200000,8.13,715,27,3,0.896911491244377
14000,7.49,68000,6.3,675,14,4,0.893918146366147
2400,14.99,18000,16.67,670,7,0,0.838980974578194
18350,15.99,45900,36.17,685,15,2,0.872332138047452
3550,19.24,10000,27.13,685,16,1,0.883223022265466
5000,8.19,60000,18.16,745,27,3,0.895826564431621
13625,18.54,50000,30.92,680,23,4,0.873072482252196
16000,14.99,65000,23.85,710,28,6,0.865475268344321
27575,10.49,60000,29.46,695,14,1,0.877422491045299
15000,11.44,60000,12.02,745,20,5,0.896911491244377
3000,6.99,53000,2.94,665,46,4,0.893397034632016
14000,6.03,50000,13.49,665,25,4,0.892313329064689
9000,8.19,80000,15.15,715,30,5,0.895826564431621
2500,14.99,42000,11.29,695,22,5,0.853128804810172
2900,15.59,27000,21.33,740,15,4,0.818877594498869
15750,15.59,52000,20.36,665,27,4,0.868277218561908
19200,11.99,150000,20.04,665,26,11,0.862214424695178
9000,6.99,65000,4.73,760,16,1,0.895826564431621
10000,6.49,65000,19.05,735,36,2,0.895826564431621
35000,9.49,85000,21.45,755,24,2,0.896911491244377
25000,6.99,120000,7.68,720,25,1,0.896911491244377
15000,12.99,30000,18.09,705,34,2,0.851953748617429
20000,11.44,105000,15.17,665,25,10,0.8854523808427
6000,15.59,37000,32.25,705,50,14,0.784622069841109
8000,10.49,106000,24.9,680,38,4,0.87865430346349
5000,13.66,120000,20.26,685,26,8,0.865767065320769
2800,14.31,58000,32.28,690,32,8,0.869688452504016
20000,11.99,125000,20.8,675,63,11,0.873688655791385
3750,10.49,32000,25.24,710,19,3,0.877625357202405
19750,20.99,96000,4.65,665,27,5,0.830491969381578
13000,8.19,53000,25.97,760,26,6,0.888726288024808
18000,7.49,90000,19.17,680,26,2,0.892346480154606
10325,20.99,40000,11.61,670,9,8,0.83163370090039
12000,13.66,36500,35.94,665,18,0,0.861281546495834
2000,18.54,99000,3.82,660,24,10,0.879209465028952
10000,12.39,65000,27.42,705,25,6,0.880012879447612
15850,15.59,60000,29.8,670,45,6,0.823350264718771
8000,12.99,32600,20.15,670,18,5,0.866814144240552
9000,6.49,80000,12.24,765,11,6,0.895826564431621
1000,15.59,16000,10.43,670,11,0,0.869567861493601
8000,11.44,80000,4.12,665,9,4,0.893120069834012
3200,12.99,55400,22.94,660,30,4,0.840997224143755
4800,15.99,25320,24.97,685,7,2,0.882006259733244
6000,9.49,50000,12.12,695,16,3,0.891035897262152
9800,14.31,106000,5.09,675,36,11,0.88469498340218
5000,8.67,60000,23.3,670,28,3,0.873426353131401
2000,12.99,26583.07,11.87,685,14,3,0.882885708621844
20000,7.49,95000,11.7,720,13,0,0.896911491244377
15000,8.19,50000,19.47,760,19,2,0.895685122802029
7500,10.49,26000,35.27,675,25,0,0.876466298946294
5000,12.39,74122,16.58,680,35,5,0.869964247795155
7800,9.49,30000,16.92,670,29,4,0.888232123669755
6000,9.49,73000,11.5,680,27,2,0.891035897262152
35000,8.19,125000,23.6,725,21,1,0.890024422329711
8400,12.39,30000,8.64,665,16,4,0.7995345993588
6000,11.99,61170,18.44,660,23,6,0.870168598868641
2800,15.99,65000,11.74,665,12,4,0.88034531844816
10000,6.99,150000,4.77,745,14,1,0.895826564431621
8000,8.67,94000,1.05,675,21,0,0.889482433851832
25250,8.19,101000,13.88,690,50,4,0.893959362308852
5000,12.39,43000,9.82,675,28,8,0.871713159395537
1000,11.99,38000,16.96,720,33,5,0.895979714801987
5400,8.67,65000,14.96,685,30,5,0.885637522619081
28000,6.03,96000,3.58,810,20,2,0.896911491244377
10000,8.19,132000,13.21,735,23,6,0.895826564431621
8750,20.99,22000,36.28,695,36,13,0.78986318794897
5000,14.31,18000,12.07,705,9,1,0.85066539347699
35000,11.44,180000,10.08,755,25,3,0.896911491244377
15000,8.67,61200,34.14,695,18,2,0.877422491045299
4000,8.67,35000,26.65,685,9,2,0.877625357202405
14000,11.99,110000,16.84,660,29,2,0.857385522748795
18150,18.54,50514,14.09,730,8,0,0.866376621921369
11250,19.24,55000,28.85,665,37,9,0.807987879876978
25000,12.99,119000,11.86,695,51,4,0.885297859081618
5000,11.44,35000,20.58,680,9,2,0.888675871727345
7000,9.49,35000,7.89,685,9,2,0.888344358539267
4800,14.99,32910,29.76,715,12,6,0.878064525960516
6500,14.31,35500,21.2,695,17,4,0.876036808100929
20000,6.03,100000,13.85,770,25,3,0.896911491244377
16000,12.39,72000,11.02,720,17,5,0.884721071449503
22000,7.49,80000,9.59,740,20,2,0.896911491244377
29450,8.19,59100,20.57,725,16,1,0.896911491244377
30000,17.14,93000,13.74,710,38,6,0.84210221291791
30000,8.67,175000,17.89,715,49,5,0.896911491244377
8000,6.03,70000,13.25,705,24,2,0.8894351477262
29600,6.49,204000,6.48,780,25,3,0.896911491244377
1500,13.66,19200,23.31,670,8,4,0.878398604943974
15000,7.49,90000,18.92,725,36,8,0.896911491244377
35000,17.14,120000,19.41,700,37,10,0.782688328878831
12000,14.31,84000,13.66,665,20,5,0.861630452499701
3450,17.14,62000,35.49,675,49,5,0.864228835939409
4000,8.67,42000,14.34,685,17,4,0.892624394732787
4800,13.66,51515,9.34,670,4,2,0.871168260938206
15000,6.03,90000,8.93,720,24,4,0.896911491244377
15000,7.49,64000,2.25,675,34,3,0.887908577498904
24000,13.66,109000,18.15,705,35,2,0.888339853124083
18000,18.54,50000,3.72,660,35,4,0.865333681173992
17475,15.59,38000,23.85,700,13,2,0.858071693509655
3500,9.49,63000,7.66,700,8,4,0.892705629224806
17500,9.49,110000,11.78,685,30,2,0.892588783079379
4800,12.99,134000,12.05,675,19,4,0.856898505606685
15000,8.67,246315.78,8.68,685,19,6,0.892346480154606
7000,14.31,38000,27.48,660,24,2,0.862195769740771
16000,13.66,76600,37.33,680,35,8,0.866976264462293
20000,8.67,100000,31.55,690,19,4,0.879182537674691
14000,13.66,117125.11,17.12,710,29,9,0.878366078239587
20000,12.39,65000,27.71,720,10,2,0.885839374927993
12000,9.49,165000,8.21,695,17,2,0.892346480154606
16000,6.99,70000,16.75,705,23,2,0.892346480154606
10000,9.49,137000,12.25,680,41,8,0.882820996145159
11000,6.03,80000,18.17,780,11,1,0.896911491244377
35000,7.49,222000,15.97,735,34,8,0.896911491244377
18000,6.49,52000,17.79,700,15,1,0.891869212018495
8000,8.19,51000,12.38,740,20,2,0.894588806279814
12000,11.44,44000,36.77,710,29,6,0.876732466792322
10000,9.49,83500,36.4,725,29,2,0.890024422329711
24475,8.67,49000,28.59,675,18,2,0.877422491045299
2000,6.49,70000,5.67,725,33,7,0.892057508573066
9025,10.49,70000,19.22,745,39,5,0.895826564431621
18000,6.03,83000,9.35,725,14,1,0.896911491244377
2400,8.67,62000,0.64,760,17,2,0.895826564431621
12000,15.59,40038,13.84,670,21,9,0.804235975443053
15000,7.49,72000,9.47,685,10,1,0.892346480154606
7000,11.44,130000,10.1,725,33,4,0.895826564431621
20000,12.39,40000,22.02,680,33,3,0.866705199716107
7000,8.67,50000,34.69,665,36,4,0.87813215623479
4000,14.99,35000,26.23,660,20,4,0.863009913567897
10000,8.19,119050,9.33,760,10,1,0.895826564431621
25000,6.03,65000,15.79,715,18,0,0.896911491244377
8000,15.59,110000,17.3,665,54,7,0.793047517583025
9600,14.99,65000,12,685,48,7,0.86353406691985
9100,8.67,51341,11.92,665,22,2,0.890994495480013
30000,6.99,75000,0.61,790,18,5,0.896911491244377
10000,9.49,50000,23.67,690,23,8,0.865226896764307
3000,7.49,51600,21.98,690,32,4,0.891905888272012
6000,11.99,47000,31.4,660,11,2,0.86470974206292
5000,8.67,75000,11.76,700,12,2,0.891035897262152
12000,8.67,46000,29.87,670,26,2,0.876203215088152
1775,17.86,15000,15.68,680,13,1,0.889908075802759
5000,8.19,90000,5.32,660,37,8,0.886889296048949
10000,12.39,50200,21.13,665,31,1,0.837078494076523
22000,8.19,92000,26.82,685,39,3,0.877005069274652
7000,8.19,62000,10.99,700,24,7,0.886227366229154
10000,8.67,237950,19.42,680,18,1,0.889941688364737
9600,9.49,60000,14.26,690,20,3,0.8894351477262
20000,6.99,221000,14.28,700,20,2,0.892346480154606
10000,11.44,51279,24.62,700,19,7,0.877422491045299
10000,6.49,100000,11.44,800,26,5,0.895826564431621
12000,10.49,37000,23.81,715,21,1,0.890430649903627
35000,12.39,110000,25.79,770,21,3,0.88789810778524
5000,11.99,65000,22.45,660,23,8,0.844906669715121
17000,11.44,49000,16.05,765,52,17,0.895685122802029
8575,19.24,27000,19.51,690,13,5,0.82433844403505
1500,8.67,44000,9.14,765,12,1,0.896213859252497
5525,17.14,39000,10.92,675,25,3,0.838995061277977
21000,8.19,136000,21.49,705,25,3,0.892346480154606
3000,13.66,60000,26.56,685,16,4,0.86237931292694
4250,14.99,51000,39.35,695,33,5,0.86315633572911
25000,7.49,144000,31.82,695,56,9,0.878047939091168
13150,15.59,95000,8,675,9,3,0.87987856357988
18000,13.66,70000,24.94,665,41,3,0.857182894543122
9250,13.66,30000,23.82,700,17,5,0.830407368351709
6000,17.14,56000,3.56,680,30,8,0.839670797339648
10000,6.49,110000,14.24,720,28,5,0.895826564431621
24000,10.49,75000,23.33,710,20,7,0.876732466792322
9925,18.54,27600,16.3,695,10,6,0.82433844403505
22000,8.19,125000,16.38,720,47,6,0.896911491244377
6100,11.99,30000,15.56,660,26,5,0.83026669504337
12000,9.49,36000,21.67,685,17,6,0.889772967179684
3200,11.44,60000,27.34,665,18,7,0.876203215088152
4000,16.49,55000,23.7,665,29,7,0.826391587877951
12525,11.44,97293,17.21,670,59,6,0.892077671594761
10000,12.99,33000,21.35,690,7,3,0.860586235934668
5000,12.99,26288,28.04,760,46,8,0.786603292895267
35000,9.49,400000,7.64,685,19,0,0.892346480154606
5000,7.49,106000,5.07,665,19,2,0.891562833090481
10000,14.31,55000,31.28,690,26,6,0.854859247645865
25000,6.49,110000,26.4,700,33,1,0.877005069274652
4000,11.99,30000,37.96,690,21,2,0.882570195051801
9000,14.99,25000,13.92,700,17,7,0.850054198918786
30000,14.31,85000,15.39,695,32,6,0.856946833912907
18000,10.49,44000,14.46,690,30,2,0.892112459285831
7475,14.99,22000,23.57,690,8,3,0.842092719794777
5000,8.19,75000,21.38,670,25,2,0.890051726002972
20000,7.49,63000,14.3,675,10,0,0.892346480154606
12000,9.49,45000,22.43,670,29,5,0.875347550314089
9550,19.24,32000,25.58,670,37,5,0.791419229249646
6000,12.39,20000,32.35,670,21,2,0.860990062241363
8000,8.19,75000,8.18,705,37,6,0.884335487970029
16800,12.39,51000,6.31,670,10,1,0.886714087618388
8600,15.59,42000,17.8,675,19,6,0.82232221038476
8000,10.49,70000,22.37,715,39,1,0.890024422329711
6000,15.99,54000,24.22,700,52,6,0.837161278464226
12000,11.44,100000,13.86,710,36,6,0.887320688674727
29975,14.31,77500,23.49,665,39,7,0.831464311226766
8600,12.39,50000,21.9,700,41,4,0.870580451459866
2800,12.99,43500,28,675,22,3,0.868970170277843
10000,14.99,52000,35.33,670,23,6,0.86086956221258
18000,11.44,65000,29.01,665,18,2,0.877231544966095
6850,12.39,33000,25.56,675,34,3,0.868274252563225
2400,11.44,47000,13.18,675,15,2,0.891035897262152
35000,17.14,600000,0.89,745,17,4,0.876579703127903
13000,6.99,156000,13.52,745,34,9,0.896911491244377
9000,11.99,75000,9.55,665,46,4,0.868527205556943
15000,8.67,41000,24.48,695,19,7,0.877422491045299
12800,11.44,100000,5.6,675,8,2,0.892294922959643
35000,20.99,124946,31.1,660,56,14,0.777711616528724
15000,15.59,45000,14.24,710,7,3,0.860707278330728
4000,13.66,20800,8.71,660,12,1,0.8815138444111
5000,6.03,130000,14.02,670,37,3,0.884875225368461
5000,14.99,78000,30.74,720,34,11,0.877650713970596
15000,10.49,108000,10.3,680,24,4,0.893918146366147
23000,16.49,52000,25.76,715,29,12,0.816027391923033
15000,8.19,130000,8.75,685,30,4,0.894054299231657
7000,8.67,45000,5.73,670,18,3,0.891456003256546
24000,14.31,121000,12.64,690,25,13,0.866768353469014
11850,11.44,33800,37.93,700,23,3,0.876732466792322
10000,9.49,100000,30.3,675,53,8,0.879889827397027
8125,13.66,75000,4.82,660,20,5,0.887987874136253
9000,10.49,35256,25.14,675,25,8,0.865226896764307
11000,6.49,75000,10.14,690,27,3,0.892346480154606
2200,14.99,53000,27.74,685,18,4,0.893318075918198
6000,11.99,58500,25.89,710,29,8,0.880081957697309
35000,19.99,98000,25.42,670,37,10,0.77760615337819
19200,6.99,75000,11.62,730,24,4,0.896911491244377
14700,14.99,100000,8.07,675,34,3,0.864050830942748
9800,8.67,146000,19.6,715,29,4,0.895826564431621
7500,8.67,35000,8.57,680,27,2,0.888260235361144
16000,14.31,140000,7.9,660,20,1,0.861372021814241
10400,9.49,48000,6.33,775,20,4,0.894588806279814
28000,6.99,90000,13.68,725,32,10,0.896911491244377
8000,12.39,35000,29.87,675,16,5,0.865434250261011
1200,14.31,35000,9.33,670,16,1,0.89607750705153
25000,8.19,61000,27.98,780,22,0,0.890024422329711
2500,10.49,55000,24.46,710,34,10,0.870940585553283
12000,6.03,68300,15.2,715,10,1,0.896911491244377
8000,16.49,113000,11.45,690,27,13,0.824790228730901
4000,11.44,88000,19.51,670,31,5,0.884817066159806
7000,12.99,35000,23.77,660,41,6,0.846632359552471
1300,15.99,16000,13.95,670,46,14,0.847814700897023
5600,12.99,52000,15.58,680,26,7,0.844467137219726
4450,16.49,15000,24.32,710,5,4,0.85224008216121
16000,8.19,150000,5.51,730,13,4,0.896911491244377
30000,9.49,89000,25.13,700,33,4,0.878547441381068
4875,24.5,40300,34.92,690,22,2,0.820034032897238
2500,11.99,30000,10.96,685,22,9,0.88136756642844
10000,10.49,82000,17.56,720,16,3,0.895826564431621
5000,10.49,84320,8.54,700,7,2,0.891118186932985
5800,17.86,55000,8.42,665,24,9,0.825581693855937
4800,11.99,85000,27.86,670,30,1,0.864370422955448
1650,12.39,44000,13.42,670,19,4,0.895164313115852
11500,6.49,49000,19.35,695,24,1,0.892515599208244
8000,8.19,42000,35.43,805,21,5,0.888726288024808
10000,14.99,45000,25.52,660,18,6,0.858620720862343
13000,13.66,47500,13.49,670,32,6,0.865863600307795
6500,11.44,38000,4.67,725,5,2,0.894588806279814
12000,6.03,65000,28.76,725,36,6,0.890024422329711
5400,6.03,42000,21.77,810,19,1,0.896213859252497
15000,12.39,40000,17.52,695,23,5,0.883027177401266
15000,6.49,31000,15.68,750,27,7,0.895685122802029
11000,7.49,50960,16.51,695,44,7,0.887701467664121
6650,17.86,37000,18.46,660,13,8,0.879250432381732
10000,7.49,50000,18.41,700,22,0,0.889941688364737
2500,14.99,53000,26.13,670,38,5,0.864161772160854
3875,19.24,54000,9.62,670,10,3,0.889955470707049
1600,10.49,40000,20.43,775,21,6,0.894588806279814
1600,11.44,63000,12.34,700,28,4,0.892624394732787
10000,9.49,52500,17.1,660,30,7,0.886030261467583
17750,8.67,70000,30.36,665,16,2,0.877231544966095
7500,6.99,42500,17.28,810,32,4,0.894588806279814
12000,8.67,110000,23.52,675,39,6,0.871313348291803
6000,10.49,40000,18.96,670,7,4,0.891987868264428
5225,17.14,22000,28.81,680,12,2,0.889432578227785
4300,11.44,19520,7.87,775,5,2,0.894588806279814
5375,17.86,42000,13.6,670,40,10,0.804247900536932
5600,15.99,30000,26.72,690,11,5,0.889819158200717
12000,11.99,33000,7.75,660,21,0,0.869203217705367
24000,6.03,110000,8.98,720,30,2,0.896911491244377
10000,8.19,35000,31.45,680,24,1,0.876732466792322
1400,9.49,89000,13.71,670,30,3,0.885801973876907
20000,7.49,49000,17.78,740,38,3,0.896578611969728
14000,6.49,130000,4.32,670,9,0,0.890922436504617
4075,14.31,17000,18.22,710,10,5,0.840815101226684
12000,14.31,36000,17.1,660,20,2,0.863332144271932
10000,11.99,54000,17.09,670,18,1,0.867170757653849
15000,13.66,51600,9.98,665,39,3,0.868193435150316
9600,17.86,35000,13.49,660,22,10,0.8143727441166
24000,6.49,75000,13.25,705,23,3,0.892346480154606
9850,25.8,33000,18.16,735,32,7,0.817275977566547
6000,8.67,72000,22.3,710,21,4,0.878702377179355
17200,11.99,110000,16.07,710,10,2,0.880987746944694
10000,7.49,45000,22.03,680,42,6,0.88142356319403
13925,12.99,49000,31.23,690,13,1,0.862169663185508
7000,11.44,200000,20.8,695,40,8,0.88644921784301
25000,6.03,125000,8.92,720,19,2,0.896911491244377
8400,8.19,24000,23.4,775,16,1,0.890430649903627
18000,8.19,120000,9.61,710,11,2,0.892346480154606
2000,11.99,28800,5.25,725,7,4,0.882319880865336
17125,15.59,41000,23.68,735,21,3,0.809329359011665
20000,12.39,67000,26.49,685,16,3,0.863613447098529
5000,13.66,20352,20.75,700,15,2,0.78079571878852
9600,12.39,42000,30,660,23,4,0.861196492412199
8000,9.49,70000,18.79,665,48,2,0.884404366949571
11000,13.66,87039,14.56,710,17,3,0.881770078453252
35000,7.49,300000,8.57,700,27,2,0.892346480154606
15000,6.03,60000,17.1,695,27,4,0.893918146366147
